Program Name,Acronym,Agency Owner,Program Type,Priority Level,Confidence Level,PTS Involvement,Contract Number,tango_piid,parent_piid,Contract Value,Contract Value (Consolidated),total_contract_value,Base Contract Value (FPDS),Base + Options Value (FPDS),obligated,subawards_total,subawards_count,Prime Contractor,Prime Contractor 1,Prime Contractor (Consolidated),recipient_name,recipient_uei,Key Subcontractors,Known Subcontractors,Period of Performance,Period of Performance (Original),PoP Start,PoP End,period_start,period_end,PoP Start (Consolidated),PoP End (Consolidated),ultimate_completion,Ultimate Completion (Consolidated),Recompete Date,Contract Signed Date (FPDS),Contract Effective Date (FPDS),Current Completion Date (FPDS),Ultimate Completion Date (FPDS),Key Locations,Performance Location (TANGO),Performance Location (FPDS),pop_city,pop_state,pop_zip,pop_country,NAICS Code (Consolidated),naics_code,FPDS NAICS Code,NAICS Description,PSC Code (Consolidated),psc_code,FPDS PSC Code,PSC Description,set_aside,Technical Stack,Tech Stack (Basic),Keywords/Signals,Functional Areas,Typical Roles,Job Titles,Labor Rate Min,Labor Rate Max,Labor Rate Average,Education Requirement,Experience Requirement,Annual Salary Range,CALC API Status,Contract Vehicle Used,Contract Vehicle/Type,awarding_office,awarding_agency,funding_office,COR/COTR,Program Manager,Clearance Requirements,Security Requirements,Match Confidence,Match Score,Incumbent Score,Source Evidence,Notes,Pain Points,Related Jobs,tango_description,parent_description,Budget
Project Convergence (JADC2 Experiments),PC,Army,C5ISR,Medium,Medium,,W15QKN19F1290,W15QKN19F1290,W52P1J18DA047,,"$45,135,228.31 ","$45,135,228.31 ",,,"$39,320,458.07 ",,,,SAIC,SAIC,"APOGEE-SAIC CAPABILITIES INTEGRATOR, LLC",EMX1P81U9GG5,,Multiple (needs-scrape),,2020–Present,2020,Ongoing,8/28/2019,8/29/2025,8/28/2019,8/29/2025,8/29/2025,8/29/2025,,,,,,Yuma Proving Ground; Austin TX; labs,"COLORADO SPRINGS, COLORADO",,COLORADO SPRINGS,COLORADO,80920,UNITED STATES,541519,541519,,,R425,R425,,,,,,“SAIC… autonomy software engineers & data analysts”,,Autonomy SW; AI/ML analysts; JADC2 integration staff,,,,,,,,,,EVENT-BASED EXPERIMENTATION,W6QK ACC-PICA,Department of the Army,W00F OFC DEP UNDER SEC ARMY,,,Secret,,Medium,1,,BD notes,,,,OPS ~ CLIN 1 LABOR,INFORMATION TECHNOLOGY ENTERPRISE SOLUTIONS- 3 SERVICES (ITES-3S) MULTIPLE AWARD INDEFINITE DELIVERY INDEFINITE QUANTITY (MAIDIQ) BASE CONTRACT AWARD. THIS AWARD REPRESENTS 1 OF THE 135 ITES-3S CONTRA,
Protected Satcom & Tactical Waveform Communications,PTW / Protected TWF,Space Force,Space,Medium,Medium,,F1962802C0010,F1962802C0010,,,"$5,665,048,539.76 ","$5,665,048,539.76 ",,,"$2,211,139,272.96 ",,,,L3Harris,L3Harris,"L3HARRIS TECHNOLOGIES, INC.",LHJPD6T16EV9,,,,Multi-year,,,1/30/2002,9/29/2024,1/30/2002,9/29/2024,9/29/2024,9/29/2024,,,,,,Colorado Springs (indicative),"COLORADO SPRINGS, COLORADO",,COLORADO SPRINGS,COLORADO,80916,UNITED STATES,334511,334511,,,J058,J058,,,NONE,,,“Protected Tactical Waveform”,,RF Engineers; Crypto; SATCOM SMEs,,,,,,,,,,SPACE ACQUISITION,,,,,,Secret,,Low,0,,SATCOM references,,,,"200204!000024!5700!GV59  !ESC/NDK                         !F1962802C0010  !A!N! !N!                   !20020130!20020930!052819732!052819732!001216845!N!ITT INDUSTRIES, INC , SYSTEMS !4410 E  FOUNTAIN BLVD     !COLORADO SPRIN      !CO!80916!16000!041!08!COLORADO SPRINGS    !EL PASO               !COLORADO  !+000003175920!N!N!000519009204!J099!MAINT & REPAIR OF EQ/MISCELLANEOUS EQUIPMENT      !A7 !ELECTRONICS AND COMMUNICATION !3GWQ!474L BMEWS                    !541512!E! !3! ! ! ! ! !99990909!B",,
Protected Tactical SatCom / Waveform,PTW,Space Force,Space,Medium,Medium,,F1962802C0010,F1962802C0010,,,"$5,665,048,539.76 ","$5,665,048,539.76 ",,,"$2,211,139,272.96 ",,,,L3Harris,L3Harris,"L3HARRIS TECHNOLOGIES, INC.",LHJPD6T16EV9,,,,Multi-year,,,1/30/2002,9/29/2024,1/30/2002,9/29/2024,9/29/2024,9/29/2024,,,,,,CO (indicative),"COLORADO SPRINGS, COLORADO",,COLORADO SPRINGS,COLORADO,80916,UNITED STATES,334511,334511,,,J058,J058,,,NONE,,,“Protected Tactical Waveform”,,RF engineers; crypto; SATCOM specialists,,,,,,,,,,SPACE ACQUISITION,,,,,,Secret,,Low,0,,L3Harris SATCOM references,,,,"200204!000024!5700!GV59  !ESC/NDK                         !F1962802C0010  !A!N! !N!                   !20020130!20020930!052819732!052819732!001216845!N!ITT INDUSTRIES, INC , SYSTEMS !4410 E  FOUNTAIN BLVD     !COLORADO SPRIN      !CO!80916!16000!041!08!COLORADO SPRINGS    !EL PASO               !COLORADO  !+000003175920!N!N!000519009204!J099!MAINT & REPAIR OF EQ/MISCELLANEOUS EQUIPMENT      !A7 !ELECTRONICS AND COMMUNICATION !3GWQ!474L BMEWS                    !541512!E! !3! ! ! ! ! !99990909!B",,
REACT (indicative),REACT,DoD,Professional Services,Medium,Medium,,,,,,,,,,,,,,,,,,,,,Multi-year,,,,,,,,,,,,,,Secret,,,,,,,,,,,,,,,,,,Cyber,,“REACT”,,,,,,,,,,PROGRAM,,,,,,Secret,,,,,Low,,,,,,
RUSHMORE,RUSHMORE,Space Force,Space,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Apex Systems (staffing),,Multi-year,,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Aurora CO (Buckley SFB),"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,“Apex posting for NGC RUSHMORE team”,,Principal Java SW Engineer; C2/SATOPS SW,,,,,,,,,,SOFTWARE ENGINEERING PROGRAM,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,TS/SCI,,Low,0,,Apex & NGC job postings,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
RUSHMORE (Already normalized),RUSHMORE,Space Force,Space,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop,Northrop,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Apex,,multi-year,,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Aurora CO,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,RUSHMORE,,SW engineering,,,,,,,,,,PROGRAM,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,TS/SCI,,Low,0,,pointer,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
SCITLS,SCITLS,DoD,Logistics,Medium,Medium,,19AQMM18C0185,19AQMM18C0185,,,"$2,447,737,874.85 ","$2,447,737,874.85 ",,,"$1,495,085,754.52 ","$4,515,398,091.95 ",5952,,GDIT,GDIT,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,,,,Multi-year,,,6/19/2019,8/7/2029,6/19/2019,8/7/2029,8/7/2029,8/7/2029,,,,,,CONUS,"SPRINGFIELD, VIRGINIA",,SPRINGFIELD,VIRGINIA,22150,UNITED STATES,541614,541614,,,R706,R706,,,NONE,,,“SCITLS”,,Logistics IT technicians,,,,,,,,,,AWARD / LOGISTICS-IT,ACQUISITIONS - AQM MOMENTUM,Department of State,BUREAU OF DIPLOMATIC SECURITY,,,Secret,,Low,0,,Provided,,,,GLOBAL SECURITY ENGINEERING&SUPPLY CHAIN SERVICES.,,
SCITLS (Already normalized),SCITLS,DoD,Professional Services,Medium,Medium,,SAQMMA12C0130,SAQMMA12C0130,,,"$2,386,055,531.29 ","$2,386,055,531.29 ",,,"$1,219,847,693.56 ",,,,GDIT,GDIT,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,,,,multi-year,,,6/8/2012,9/7/2019,6/8/2012,9/7/2019,9/7/2019,9/7/2019,,,,,,Secret,"STERLING, VIRGINIA",,STERLING,VIRGINIA,20164,UNITED STATES,541614,541614,,,R706,R706,,,NONE,,,Logistics/IT,,SCITLS,,,,,,,,,,PROGRAM,,,,,,Secret,,Medium,1,,Medium,,,,"IGF::OT::IGF THE PURPOSE OF THIS ACTION IS TO ESTABLISH A NEW CONTRACT WITH GENERAL DYNAMICS INFORMATION TECHNOLOGY FOR GLOBAL SUPPLY CHAIN MANAGEMENT, LOGISTICS AND TECHNOLOGY DEVELOPMENT SERVICES TO SUPPORT THE DEPARTMENT OF STATE. THE INITIAL FUNDING ASSOCIATED WITH THIS CONTRACT IS $22,304,578.00. THE OVERALL CONTRACT VALUE IS $2,200,000,000.00",,
SCORPION (classified),SCORPION,DoD,Cyber,Medium,Medium,,GSQ0017AJ0006,GSQ0017AJ0006,GS00Q14OADU407,,"$2,426,356,180.00 ","$2,426,356,180.00 ",,,"$960,038,373.03 ","$214,206,282.90 ",92,,CACI (context only),CACI (context only),"CACI, INC. - FEDERAL",N3PBJAVNKF61,,,,Multi-year,,,10/28/2016,2/28/2022,10/28/2016,2/28/2022,2/28/2022,2/28/2022,,,,,,,"RESTON, VIRGINIA",,RESTON,VIRGINIA,20191,UNITED STATES,541712,541712,,,B538,B538,,,NONE,,,“Listed in classified-support context”,,Intel/Cyber,,,,,,,,,,CLASSIFIED PROGRAM,GSA FAS AAS FEDSIM,Federal Acquisition Service,DEFENSE THREAT REDUCTION AGENCY,,,TS/SCI,,Low,0,,Low,,,,"AWARD MADE TO CACI, INC.-FEDERAL FOR JIDA FS/DE TASK ORDER, IN THE AMOUNT NOT TO EXCEED $1,773,158,264.00. IGF::CL::IGF","ONE ACQUISITION SOLUTION FOR INTEGRATED SERVICES (OASIS) PROFESSIONAL SERVICES MMULTIPLE AGENCY CONTRACT,IGF::OT::IGF",
SDA Tranche-0 Constellation Support,SDA Tranche-0,DoD,C5ISR,Medium,Medium,,DOCDG133E09CN0094,DOCDG133E09CN0094,,,"$1,833,348,104.70 ","$1,833,348,104.70 ",,,"$1,826,479,031.57 ",,,,"Multiple primes (Lockheed, York, SpaceX, L3Harris)","Multiple primes (Lockheed, York, SpaceX, L3Harris)","L3HARRIS TECHNOLOGIES, INC.",QM4EZDV15JL8,,Peraton (suspected ground/ops sub),,~2020–2023 (demo tranche),2020,2023,5/27/2009,1/31/2024,5/27/2009,1/31/2024,1/31/2024,1/31/2024,,,,,,SDA Ops Center (likely),"GREENBELT, MARYLAND",,GREENBELT,MARYLAND,20771,UNITED STATES,541512,541512,,,D302,D302,,,NONE,,,“Transport Layer / Tracking Layer primes”; “Peraton ground support suspected”,,Satellite operators; network engineers; ground-system integrators,,,,,,,,,,MULTI-CONTRACT (TRANSPORT + TRACKING LAYER),,,,,,TS/SCI,,Medium,1,,Provided references,,,,"THE PURPOSE OF THIS CONTRACT IS TO DEVELOP THE GROUND SYSTEM THAT WILL SUPPORT NOAA S NEXT GENERATION GEOSTATIONARY SATELLITE SERIES, GOES-R. THIS NEW SERIES OF SPACECRAFT, SET TO BEGIN LAUNCHING IN 2015, IS EXPECTED TO DOUBLE THE CLARITY OF TODAY S SATELLITE IMAGERY AND PROVIDE AT LEAST 20 TIMES MORE ATMOSPHERIC OBSERVATIONS FROM SPACE. THE CONTRACTOR IS TO DESIGN, DEVELOP, TEST AND IMPLEMENT THE GOES-R GROUND SYSTEM. THE GROUND SYSTEM WILL CAPTURE DATA FROM THE GOES-R SATELLITES, AND PROCESS A",,
SeaPort Next Generation,SeaPort-NxG,Navy,C5ISR,Medium,Medium,,,,,,,,,,,,,,1023+ primes,1023+ primes,,,,Many engineering & IT subs,,—,,,,,,,,,,,,,,Navy worldwide,,,,,,,,,,,,,,,,,,“SeaPort-NxG MAC”,,Systems engineering; logistics; SW; cyber,,,,,,,,,,IDIQ,,,,,,Secret,,,,,—,,,,,,
Sentinel / GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Bechtel; Aerojet; Lockheed,,2020–2036+,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy UT; Hill AFB; Ogden UT; SLC UT; CO Springs; Huntsville AL; Vandenberg; Redondo Beach CA; Brigham City UT,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; LGM-35A; GBSD,,Systems Eng Mgr; Cyber Eng; C2 SW Dev; Missile Propulsion; Depot Planners; Nuclear Surety,,,,,,,,,,ICBM MODERNIZATION CONTRACT,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,6,,“Sentinel Execution Strategy Guide – PTS”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel / GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Bechtel; Aerojet; Lockheed,,2020–2036+,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy UT; Hill AFB; Ogden UT; SLC UT; CO Springs; Huntsville AL; Vandenberg; Redondo Beach CA; Brigham City UT,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; LGM-35A; GBSD,,Systems Eng Mgr; Cyber Eng; C2 SW Dev; Missile Propulsion; Depot Planners; Nuclear Surety,,,,,,,,,,ICBM MODERNIZATION CONTRACT,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,7,,“Sentinel Execution Strategy Guide – PTS”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel / GBSD,GBSD,Air Force,C5ISR,High,High,,FA821920C0006,FA821920C0006,,$13B,$13B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Insight Global; Apex; TEKsystems,,2020–2036,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Hill AFB; Roy UT; Ogden UT,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; Minuteman III; ICBM,,Systems Eng; ILS Lead; Missile Integration SME,,,,,,,,,,Production,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,TS/SCI,,High,6,,“GBSD Strategy… Roy UT… TS/SCI…”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel / GBSD,GBSD,Air Force,C5ISR,High,High,,FA821920C0006,FA821920C0006,,$13B,$13B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Insight Global; Apex; TEKsystems,,2020–2036,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Hill AFB; Roy UT; Ogden UT,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; Minuteman III; ICBM,,Systems Eng; ILS Lead; Missile Integration SME,,,,,,,,,,Production,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,TS/SCI,,High,7,,“GBSD Strategy… Roy UT… TS/SCI…”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,$13.3B,$13.3B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,SAIC; Insight Global; Apex,,2020–2036+,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Ogden; Roy; Hill AFB,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,ICBM; Utah; C2; T&E,,Systems Eng; Cyber; Test; SW,,,,,,,,,,OTA,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, Top Secret",,High,7,,“GBSD BD Strategy.pdf…”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,$13.3B,$13.3B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,SAIC; Insight Global; Apex,,2020–2036+,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Ogden; Roy; Hill AFB,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,ICBM; Utah; C2; T&E,,Systems Eng; Cyber; Test; SW,,,,,,,,,,OTA,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, Top Secret",,High,9,,“GBSD BD Strategy.pdf…”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,$13.3B,$13.3B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,SAIC; Insight Global; Apex,,2020–2036+,2020,2036,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Ogden; Roy; Hill AFB,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,ICBM; Utah; C2; T&E,,Systems Eng; Cyber; Test; SW,,,,,,,,,,OTA,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, Top Secret",,High,3,,“GBSD BD Strategy.pdf…”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Aerojet; Textron; LMT; Bechtel; Clark; GD; Honeywell; L3Harris; CAE; Kratos; HDT,,—,,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy; Hill AFB; Ogden; Redondo Beach; CO Springs; Huntsville; El Segundo; Promontory; Elkton,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; LGM-35A; Digital Engineering; Strategic Deterrent,,MBSE; SE&I; cyber; embedded SW; test; propulsion; logistics; supply chain; EVMS/CAM; QA; modeling,,,,,,,,,,Production,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,7,,“Sentinel GBSD… Strategic Systems”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Aerojet; Textron; LMT; Bechtel; Clark; GD; Honeywell; L3Harris; CAE; Kratos; HDT,,—,,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy; Hill AFB; Ogden; Redondo Beach; CO Springs; Huntsville; El Segundo; Promontory; Elkton,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; LGM-35A; Digital Engineering; Strategic Deterrent,,MBSE; SE&I; cyber; embedded SW; test; propulsion; logistics; supply chain; EVMS/CAM; QA; modeling,,,,,,,,,,Production,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,9,,“Sentinel GBSD… Strategic Systems”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,,"$13,360,972,363.51 ","$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Aerojet; Textron; LMT; Bechtel; Clark; GD; Honeywell; L3Harris; CAE; Kratos; HDT,,—,,,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy; Hill AFB; Ogden; Redondo Beach; CO Springs; Huntsville; El Segundo; Promontory; Elkton,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Sentinel; LGM-35A; Digital Engineering; Strategic Deterrent,,MBSE; SE&I; cyber; embedded SW; test; propulsion; logistics; supply chain; EVMS/CAM; QA; modeling,,,,,,,,,,Production,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,3,,“Sentinel GBSD… Strategic Systems”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD / Sentinel,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,$13.3B,$13.3B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Insight Global; Apex; TEKsystems; Prime TS,,2020–2039,2020,2039,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy; Hill; Ogden; Promontory; CO Springs,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Minuteman III replacement,,Systems Eng; SW; MBSE; Cyber,,,,,,,,,,EMD/PROD,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,7,,“Sentinel HQ + sustainment at Hill/Roy/Ogden”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
Sentinel GBSD,GBSD / Sentinel,Air Force,Weapon Systems,High,High,,FA821920C0006,FA821920C0006,,$13.3B,$13.3B,"$13,360,972,363.51 ",,,"$10,801,259,923.19 ","$27,743,434,931.93 ",4019,,Northrop Grumman,Northrop Grumman,NORTHROP GRUMMAN SYSTEMS CORP,D8QQPFNYJD63,,Insight Global; Apex; TEKsystems; Prime TS,,2020–2039,2020,2039,9/8/2020,3/10/2029,9/8/2020,3/10/2029,3/10/2029,3/10/2029,,,,,,Roy; Hill; Ogden; Promontory; CO Springs,"ROY, UTAH",,ROY,UTAH,84067,UNITED STATES,336414,336414,,,AC24,AC24,,,NONE,,,Minuteman III replacement,,Systems Eng; SW; MBSE; Cyber,,,,,,,,,,EMD/PROD,FA8219   AFNWC PZBG,Department of the Air Force,F2DANX AFNWC NX SENTINEL GINV,,,"Secret, TS/SCI",,High,9,,“Sentinel HQ + sustainment at Hill/Roy/Ogden”,,,,GROUND-BASED STRATEGIC DETERRENT (GBSD) ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) AND EARLY PRODUCTION AND DEPLOYMENT (P&D),,
