budget_program_name,budget_amount,fiscal_year,budget_type
(U)PILOT FISH,101169000.0,2013,R-1
Rand Arroyo Center,21026000.0,2013,R-1
Medium Range Maritime UAS,15000000.0,2013,R-1
Joint Air-to-Ground Missile (JAGM),10000000.0,2013,R-1
DEFENSE RAPID INNOVATION PROGRAM,104464000.0,2013,R-1
Physical Security Equipment,3704000.0,2013,R-1
In-House Laboratory Independent Research,20860000.0,2013,R-1
Deployment and Distribution Enterprise Technology,30678000.0,2013,R-1
GPS III Space Segment,318992000.0,2013,R-1
OUSD(C) IT Development Initiative,7010000.0,2013,R-1
LONG RANGE STANDOFF WEAPON,2004000.0,2013,R-1
Aerospace Vehicle Technologies,120719000.0,2013,R-1
Logistics Support Activities (LSA),4711000.0,2013,R-1
C4I Interoperability,72574000.0,2013,R-1
Satellite Control Network,33773000.0,2013,R-1
SMALL BUSINESS INNOVATIVE RESEARCH,27633000.0,2013,R-1
Electronic Warfare (EW) Dev,51304000.0,2013,R-1
`Small Business Innovation Research,7888000.0,2013,R-1
SOF Underwater Systems,26405000.0,2013,R-1
Small Business Innovation Research (SBIR)/Small Business Technology Transfer (STTR) Administration,1857000.0,2013,R-1
Joint Integration & Interoperability,5013000.0,2013,R-1
Army Modeling & Sim X-Cmd Collaboration & Integ,1545000.0,2013,R-1
AIRCRAFT CERTIFICATION,5762000.0,2013,R-1
NATO Cooperative R&D,4507000.0,2013,R-1
Spaced Based Infrared System (SBIRS) High,448594000.0,2013,R-1
Operational Test Activities and Analyses,63566000.0,2013,R-1
Electronic Warfare Development - MIP,643000.0,2013,R-1
Joint Fires Integration & Interoperability,9008000.0,2013,R-1
Special Applications Program,100000000.0,2013,R-1
AVIATION TECHNOLOGY,51607000.0,2013,R-1
Management Headquarters,4099999.9999999995,2013,R-1
Tactical Command System,71645000.0,2013,R-1
"Command, Control, Communications Technology",28852000.0,2013,R-1
FIGHTER TACTICAL DATA LINK,22756000.0,2013,R-1
Joint Tactical Information Distribution System (JTIDS),20688000.0,2013,R-1
Soldier Protection and Survival Systems,4263000.0,2013,R-1
"Counterproliferation Initiatives - Proliferation, Prevention and Defeat",275022000.0,2013,R-1
Advanced Remote Sensor Technology (ARST),58742000.0,2013,R-1
Warfare Support System,13071000.0,2013,R-1
Defense Spectrum Organization,24278000.0,2013,R-1
Airborne Infrared (ABIR),71550000.0,2013,R-1
CHEMICAL/BIOLOGICAL DEFENSE (ACD&P),179023000.0,2013,R-1
"Command, Control, Communications Advanced Technology",4157000.0,2013,R-1
Undersea Warfare Advanced Tech,41959000.0,2013,R-1
Army Space Systems Integration,9876000.0,2013,R-1
NATO AGS,90624000.0,2013,R-1
Combating Terrorism - Technology Development,9716000.0,2013,R-1
Defense Wide Manufacturing Science and Technology Program,21966000.0,2013,R-1
ISR Innovations,50000000.0,2013,R-1
Defense-Wide Electronic Procurement Capabilities,10238000.0,2013,R-1
Depot Maintenance (NON-IF),27391000.0,2013,R-1
Small Business Innovative Research,10000.0,2013,R-1
NETWORK-CENTRIC WARFARE TECHNOLOGY,236883000.0,2013,R-1
Support to Information Operations Capability,8238000.0,2013,R-1
Precision Attack Systems,1063000.0,2013,R-1
Space Situational Awareness Systems,267252000.0,2013,R-1
Unmanned Aircraft Systems Common Development,12368000.0,2013,R-1
Aircraft Systems,24512000.0,2013,R-1
SPACE PROGRAMS AND TECHNOLOGY,159704000.0,2013,R-1
CLASSIFIED DARPA PROGRAMS,3000000.0,2013,R-1
Littoral Combat Ship (LCS),429420000.0,2013,R-1
ICBM FUZE MODERNIZATION,73512000.0,2013,R-1
Directed Energy and Electric Weapon System,7959000.0,2013,R-1
MAUI SPACE SURVEILLANCE SYSTEM,29256000.0,2013,R-1
PAC-3/MSE MISSILE,69029000.0,2013,R-1
Air Control,5633000.0,2013,R-1
Warfighter Rapid Acquisition Program,15098000.0,2013,R-1
Spacelift Range System,8760000.0,2013,R-1
Joint Tactical Radio,755000.0,2013,R-1
"Force XXI Battle Command, Brigade and Below (FBCB2)",3748000.0,2013,R-1
"KC-46, Next Generation Aerial Refueling Aircraft",1815588000.0,2013,R-1
Tractor rose,9925000.0,2013,R-1
SOF Communications Equipment and Electronics Systems,2225000.0,2013,R-1
Ballistic Missile Defense Technology,79975000.0,2013,R-1
Combat System Integration,56551000.0,2013,R-1
Advanced Aerospace Sensors,37657000.0,2013,R-1
Lincoln Laboratory,36826000.0,2013,R-1
Undersea Warfare Applied Res,96814000.0,2013,R-1
MLRS PRODUCT IMPROVEMENT PROGRAM,143005000.0,2013,R-1
Intelligence Engineering,2196000.0,2013,R-1
AVIATION ADVANCED TECHNOLOGY,64215000.0,2013,R-1
Facility Restoration and Modernization - T&E,42597000.0,2013,R-1
DCAPES,15690000.0,2013,R-1
FCS Systems of Systems Engr & Program Mgmt,298589000.0,2013,R-1
Special Operations Advanced Technology Development,45317000.0,2013,R-1
National Defense Education Program (NDEP),87979000.0,2013,R-1
Nuclear and Conventional Physical Security/Countering Nuclear Threats,6817000.0,2013,R-1
USD (A&T) Critical Technology Support,840000.0,2013,R-1
"NASS, IO TECH INTEGRATION & TOOL DEV",23920000.0,2013,R-1
NIGHT VISION TECHNOLOGY,53244000.0,2013,R-1
Specialized Undergraduate Pilot Training,6583000.0,2013,R-1
DTRA Basic Research Initiative,45071000.0,2013,R-1
Standards Development,84988000.0,2013,R-1
Directed Energy Research,46944000.0,2013,R-1
Joint Systems Integration Command,12716000.0,2013,R-1
Combat Vehicle Improvement Programs,253959000.0,2013,R-1
University Research Initiatives,80986000.0,2013,R-1
Weather Satellite Follow-On,2000000.0,2013,R-1
Air Traffic Control/Approach/Landing System (ATCALS),43187000.0,2013,R-1
DCMO Policy and Integration,25269000.0,2013,R-1
USAF Modeling and Simulation,15501000.0,2013,R-1
Countering Weapons of Mass Destruction Systems (CWMD),53946000.0,2013,R-1
JT Precision Approach & Ldg Sys,137369000.0,2013,R-1
NAVSTAR Global Positioning System User Equipment Space,96840000.0,2013,R-1
Modular Control System,8653000.0,2013,R-1
DoD Modeling and Simulation Management Office,47433000.0,2013,R-1
JSpOC Mission System,54645000.0,2013,R-1
Human Social Culture Behavior (HSCB) Modeling Advanced Development,8234999.999999999,2013,R-1
OPERATIONAL SUPPORT AIRLIFT,7471000.0,2013,R-1
Surface Combatant Cmbt Sys Eng,260616000.0,2013,R-1
Biometrics Enterprise,45511000.0,2013,R-1
TRACTOR CAGE,32095000.0,2013,R-1
Maneuver Control System,68325000.0,2013,R-1
JOINT NATIONAL TRAINING CENTER,11000.0,2013,R-1
KC-10S,24022000.0,2013,R-1
Long Range Strike Bomber,291742000.0,2013,R-1
(U)Marine Air Grnd Task Force(MAGTF)EW for Aviatio,10568000.0,2013,R-1
Manned Destructive Suppression,13683000.0,2013,R-1
TRACTOR EGGS,2323000.0,2013,R-1
ELECTRONICS TECHNOLOGY,222416000.0,2013,R-1
Digitization,35180000.0,2013,R-1
SOF Tactical Vehicles,11325000.0,2013,R-1
Special Program - MDA Technology,36685000.0,2013,R-1
Network Centric Collaborative Targeting,7367000.0,2013,R-1
Joint FIRES Integration and Interoperability Team,7364000.0,2013,R-1
Aerospace Propulsion and Power Technology,151152000.0,2013,R-1
SOF Munitions,1515000.0,2013,R-1
ACQUISITION AND COMMAND SUPPORT,42430000.0,2013,R-1
Policy R&D Programs,6360000.0,2013,R-1
Cyber Applied Research,18985000.0,2013,R-1
Nuclear Matters - Physical Security,4901000.0,2013,R-1
Pararescue (Guardian Angel Weapon System),1119000.0,2013,R-1
Dominant Information Technology,104362000.0,2013,R-1
Logistics and Engineer Equipment - Eng Dev,43706000.0,2013,R-1
SOF Information and Broadcast Systems Advanced Technology,4959000.0,2013,R-1
Ocean Wrfghtg Env Applied Res,49635000.0,2013,R-1
Landmine Warfare/Barrier - Eng Dev,104983000.0,2013,R-1
AIRBORNE ELECTRONIC ATTACK,4118000.0000000005,2013,R-1
Pentagon Reservation,20378000.0,2013,R-1
MISSILE TECHNOLOGY,49383000.0,2013,R-1
Weapons and Munitions Technology,35218000.0,2013,R-1
Air/Ocean Equipment Engineering,4059999.9999999995,2013,R-1
National Polar-Orbiting Op Env Satellite,43000000.0,2013,R-1
FY 2013 Homeland Personnel Security Directive (HSPD-12) Initiative,387000.0,2013,R-1
GENERAL SKILL TRAINING,1294000.0,2013,R-1
B-1B SQUADRONS,16265000.0,2013,R-1
Joint Strike Fighter Squadrons,8117000.000000001,2013,R-1
CYBER SECURITY INITIATIVE,1801000.0,2013,R-1
Marine Corps Lndg Force Tech,46528000.0,2013,R-1
Advanced IT Services Joint Program Office (AITS-JPO),25787000.0,2013,R-1
Counterdrug RDT&E Projects,8700000.0,2013,R-1
CVLSP,5365000.0,2013,R-1
Cancelled Account Adjustments,377000.0,2013,R-1
RADAR DEVELOPMENT,3486000.0,2013,R-1
RQ-4 UAV,657483000.0,2013,R-1
THREAT SIMULATOR DEVELOPMENT,18090000.0,2013,R-1
(U)Distributed Common Ground/Surface Systems,25917000.0,2013,R-1
Special Applications for Contingencies,17058000.0,2013,R-1
Evolved Expendable Launch Vehicle - EMD,7980000.0,2013,R-1
(U)MARINE CORPS COMBAT SERVICES SUPPORT,400000.0,2013,R-1
Integrated Surveillance System,45922000.0,2013,R-1
"Smoke, Obscurant and Target Defeating Sys-Adv Dev",2725000.0,2013,R-1
CHEMICAL/BIOLOGICAL DEFENSE (BASIC RESEARCH),50566000.0,2013,R-1
Polar MILSATCOM (Space),120676000.0,2013,R-1
Ship Prel Design & Feasibility Studies,13710000.0,2013,R-1
(U)ASE Self Protection Optimization,711000.0,2013,R-1
Electronic Warfare Technology,15068000.0,2013,R-1
(U)LINK EVERGREEN,68654000.0,2013,R-1
MQ-8 UAV,99600000.0,2013,R-1
National Military Command System-Wide Support,499000.0,2013,R-1
TARGET SYSTEMS DEVELOPMENT,14034000.0,2013,R-1
SMALL BUSINESS INNOVATIVE RESEARCH (SBIR),13720000.0,2013,R-1
Joint Strike Fighter EMD,1210306000.0,2013,R-1
General Fund Enterprise Business System (GFEBS),9963000.0,2013,R-1
USMC Intelligence/Electronics Warfare Sys,22966000.0,2013,R-1
AF STUDIES AND ANALYSIS AGENCY,1175000.0,2013,R-1
SPECIAL TACTICS/COMBAT CONTROL,4984000.0,2013,R-1
Air Force Integrated Personnel and Pay System (AF-IPPS),91697000.0,2013,R-1
Harm Improvement,11477000.0,2013,R-1
C-17 Aircraft,99225000.0,2013,R-1
Warfighter Protection Adv Tech,3880000.0,2013,R-1
Major T&E Investment,37394000.0,2013,R-1
Manned Reconnaissance System,13316000.0,2013,R-1
Information Systems Security Program,15961000.0,2013,R-1
TACTICAL DATA NETWORKS ENTERPRISE,24534000.0,2013,R-1
(U)Offensive Anti-Surface Warfare Weapon Dev,86801000.0,2013,R-1
Surface Support,4171000.0000000005,2013,R-1
Medical Development,14880000.0,2013,R-1
Ship Contract Design/ Live Fire T&E,196737000.0,2013,R-1
Tactical Cryptologic Systems,23255000.0,2013,R-1
(U)Unmanned Aerial System,36000000.0,2013,R-1
Operational Test & Eval Capability,16399000.0,2013,R-1
Environmental Quality Technology - Dem/Val,4631000.0,2013,R-1
Nav Integrated Fire Control-Counter Air Sys Eng,39974000.0,2013,R-1
TACTICAL TECHNOLOGY,233209000.0,2013,R-1
SATCOM Ground Environment (SPACE),15756000.0,2013,R-1
MQ-1 Gray Eagle - Army UAV (MIP),74618000.0,2013,R-1
Space Control Technology,25144000.0,2013,R-1
Human Effectiveness Applied Research,89319000.0,2013,R-1
(U)Precision Strike Weapons Development Program,5654000.0,2013,R-1
F/A-18 Squadrons,188299000.0,2013,R-1
ADVANCED ELECTRONICS TECHNOLOGIES,111008000.0,2013,R-1
(U)Unman Carrier Launch A/B Surv & Strk(UCLASS)Sys,122481000.0,2013,R-1
EXPLOITATION OF FOREIGN ITEMS,5535000.0,2013,R-1
Advanced Weapons Technology,19004000.0,2013,R-1
Global Combat Support System,120927000.0,2013,R-1
Force Protection Advanced Technology,18616000.0,2013,R-1
Advanced Submarine System Development,555123000.0,2013,R-1
Overseas Humanitarian Assistance Shared Information System (OHASIS),288000.0,2013,R-1
Defense Acquisition Challenge (DAC) Program,24836000.0,2013,R-1
ELECTRONICS AND ELECTRONIC DEVICES,60300000.0,2013,R-1
Lightweight Torpedo Development,49818000.0,2013,R-1
Warfighter Advanced Technology,39359000.0,2013,R-1
SLAMRAAM,1529000.0,2013,R-1
High Energy Laser Research Initiatives,13094000.0,2013,R-1
Aircraft Engine Component Improvement Program (CIP),187984000.0,2013,R-1
Warfighter Sustainment Advd Tech,71149000.0,2013,R-1
A-10 SQUADRONS,13538000.0,2013,R-1
Air Force TENCAP,63853000.0,2013,R-1
International Activities,3851000.0,2013,R-1
MC Advanced Technology Demo,130598000.00000001,2013,R-1
Classified Program,96401000.0,2013,R-1
Military Information Support Operations (MISO) (Formerly SOF PSYOP),2990000.0,2013,R-1
Facilities Operations - Administrative,3491000.0,2013,R-1
Advanced Tactical Computer Science and Sensor Technology,25226000.0,2013,R-1
Ground Attack Weapons Fuze Development,9423000.0,2013,R-1
Standard Missile Improvements,63891000.0,2013,R-1
F-22 SQUADRONS,371667000.0,2013,R-1
Submarine Tactical Warfare Sys,9368000.0,2013,R-1
Joint Robotics Program/Autonomous Systems,9516000.0,2013,R-1
Emerging Capabilities Technology Development,24662000.0,2013,R-1
Logistics Research and Development Technology (Log R&D),24605000.0,2013,R-1
Aerospace Propulsion,232547000.0,2013,R-1
Advanced Above Water Sensors,255516000.0,2013,R-1
JT Military Intel Programs,8617000.0,2013,R-1
New Design SSN,165230000.0,2013,R-1
F-15 PROGRAMS,192677000.0,2013,R-1
E-2 Squadrons,8610000.0,2013,R-1
Next Generation Jammer (NGJ),187024000.0,2013,R-1
FCS Unmanned Ground Vehicles,35966000.0,2013,R-1
Common Picture Applied Research,41696000.0,2013,R-1
Joint High Speed Vessel (JHSV),1932000.0,2013,R-1
Information Technology Development,72209000.0,2013,R-1
Joint Staff Analytical Support (JSAS),18000.0,2013,R-1
ISR FOR IRREGULAR WARFARE,19949000.0,2013,R-1
Conventional Munitions,7342000.0,2013,R-1
Weapons and Munitions Advanced Technology,67613000.0,2013,R-1
Army Technical Test Instrumentation and Targets,69183000.0,2013,R-1
Survivability/Lethality Analysis,44753000.0,2013,R-1
WALKOFF,94624000.0,2013,R-1
NUDET Detection System (Space),64965000.0,2013,R-1
Defense Research Sciences,473070000.0,2013,R-1
TAC AIRBORNE CONTROL SYSTEM,5767000.0,2013,R-1
Small Business Innovative Research (SBIR),2367000.0,2013,R-1
Integrated Broadcast Service,96000.0,2013,R-1
Operationally Responsive Space,110379000.0,2013,R-1
Anti-Tamper Technology Executive Agent,17037000.0,2013,R-1
Mid-tier Networking Vehicular Radio (MNVR),12636000.0,2013,R-1
STRAT AEROSPACE INTEL SYS ACTIVITIES,14000.0,2013,R-1
ARMY KWAJALEIN ATOLL,176816000.0,2013,R-1
"Combat Feeding, Clothing, and Equipment",2132000.0,2013,R-1
NUCLEAR WEAPON MODERNIZATION,80200000.0,2013,R-1
Central Test and Evaluation Investment Program (CTEIP),144109000.0,2013,R-1
CHEMICAL/BIOLOGICAL DEFENSE (OP SYS DEV),14745000.0,2013,R-1
DEFENSE RESEARCH SCIENCES,219180000.0,2013,R-1
Programwide Activities,83422000.0,2013,R-1
Submarine Acoustic War Dev,1434000.0,2013,R-1
Integrated Broadcast Service (DEM/VAL),19938000.0,2013,R-1
(U)Joint Light Tactical Vehicle(JLTV) EMD,44500000.0,2013,R-1
INTEL SPT TO INFO OPS,1271000.0,2013,R-1
JT Non-Lethal Wpns Applied Res,5973000.0,2013,R-1
Patriot Product Improvement,109978000.0,2013,R-1
TROJAN - RH12 - MIP,4232000.0,2013,R-1
"Command, Control, Communications, Computers, and Intelligence for the Warrior (C4IFTW)",2261000.0,2013,R-1
SOF Surface Craft,8573000.0,2013,R-1
Networked Communications Capability,25393000.0,2013,R-1
(U)RETRACT ELM,174014000.0,2013,R-1
Indirect Fire Protection Capability Increment 2,76039000.0,2013,R-1
Small Business Innovative Research,8000.0,2013,R-1
Technical Transition Program,37558000.0,2013,R-1
Nuclear Arms Control Monitoring Sensor Network,7922000.0,2013,R-1
SENSOR TECHNOLOGY,299438000.0,2013,R-1
Patriot/MEADS Combined Aggregate Program (CAP),400861000.0,2013,R-1
B-52 SQUADRONS,53208000.0,2013,R-1
COMBAT RESCUE AND RECOVERY,2095000.0000000002,2013,R-1
Target Systems Development,59221000.0,2013,R-1
REGION/ SECTOR OPERATIONS CONTROL CENTER,5609000.0,2013,R-1
Medical Materiel/Medical Biological Defense Equipment - Eng Dev,43395000.0,2013,R-1
Nuclear and Conventional Physical Security/Countering Nuclear Threats,33234000.0,2013,R-1
Navy Meteorological and Ocean Sensors-Space(METOC),810000.0,2013,R-1
Historically Black Colleges and Universities and Minority Institutions (HBCU/MI),22678000.0,2013,R-1
NATO AGS,210109000.0,2013,R-1
Airborne Mine Countermeasures (AMCM),73246000.0,2013,R-1
Family of Heavy Tactical Vehicles,3077000.0,2013,R-1
Small Diameter Bomb,143000000.0,2013,R-1
Surface Ship Torpedo Defense,93346000.0,2013,R-1
Information Technology Development,12699000.0,2013,R-1
B-2 SQUADRONS,35970000.0,2013,R-1
Life Support Systems,9720000.0,2013,R-1
Manufacturing Technologies,37045000.0,2013,R-1
Army Tactical Command & Control Hardware & Software,77223000.0,2013,R-1
Nuclear Weapons Support,25713000.0,2013,R-1
Navy Space & Electr Warfare Supt,9779000.0,2013,R-1
Aviation Improvements,89157000.0,2013,R-1
(U)Joint Strike Fighter (JSF) - EMD,737149000.0,2013,R-1
Space Test Program,10051000.0,2013,R-1
Global Combat Support System,19670000.0,2013,R-1
Technical Information Activities,50820000.0,2013,R-1
JOINT SERVICE SMALL ARMS PROGRAM,7169000.0,2013,R-1
NIGHT VISION ADVANCED TECHNOLOGY,37217000.0,2013,R-1
Joint Robotics Program,10954000.0,2013,R-1
PREDATOR DEVELOPMENT/FIELDING,9122000.0,2013,R-1
Modeling & Simulation Support,5908000.0,2013,R-1
DEFENSE RESEARCH SCIENCES,309051000.0,2013,R-1
Force Protection Applied Res,143301000.0,2013,R-1
C2 Constellation,18086000.0,2013,R-1
Global Combat Support System (GCSS),6512000.0,2013,R-1
Aviation Engineering Analysis,861000.0,2013,R-1
Cybersecurity Initiative,4189000.0,2013,R-1
Environmental Security Technology Certification Program,75941000.0,2013,R-1
MATERIALS AND BIOLOGICAL TECHNOLOGY,166067000.0,2013,R-1
COGNITIVE COMPUTING SYSTEMS,30424000.0,2013,R-1
Soldier Systems - Advanced Development,32049999.999999996,2013,R-1
Cobra Judy,17091000.0,2013,R-1
Manned Reconnaissance Sys,30654000.0,2013,R-1
Medical Systems - Adv Dev,24384000.0,2013,R-1
C2ISR Tactical Data Link,1633000.0,2013,R-1
Tactical Unmanned Aer Vehicles,9066000.0,2013,R-1
Agile Combat Support,13059000.0,2013,R-1
Global Positioning System III - Operational Control Segment,371595000.0,2013,R-1
Joint Electronic Advanced Technology,6983000.0,2013,R-1
Combat Identification Technology,32243000.000000004,2013,R-1
Space Protection Program,10429000.0,2013,R-1
Planning and Decision Aid System (PDAS),3922000.0,2013,R-1
Submunitions,2567000.0,2013,R-1
Center For Naval Analyses,46856000.0,2013,R-1
"Ballistic Missile Defense Command and Control, Battle Management & Communication",366552000.0,2013,R-1
DARPA AGENCY RELOCATION,1000000.0,2013,R-1
"Air Defense Command, Control and Intelligence - Eng Dev",73333000.0,2013,R-1
(U)RETRACT LARCH,74312000.0,2013,R-1
Intelligence Support to Cyber (ISC) - MIP,2283000.0,2013,R-1
Full Combat Mission Training,14861000.0,2013,R-1
ADVANCED TANK ARMAMENT SYSTEM (ATAS),14347000.0,2013,R-1
Global Information Dev/Demo,31419000.0,2013,R-1
Marine Corps Grnd Cmbt/Supt Sys,10496000.0,2013,R-1
Teleport Program,6050000.0,2013,R-1
Counterspace Systems,28797000.0,2013,R-1
Advanced Medium Range Air-to-Air Missile,87041000.0,2013,R-1
Meteorological Support to RDT&E Activities,7402000.0,2013,R-1
Navy Warfighting Exp & Demo,51819000.0,2013,R-1
Shipboard Aviation Systems,55826000.0,2013,R-1
Tactical Airborne Reconnaissance,5301000.0,2013,R-1
DIRECTED ENERGY TECHNOLOGY,106196000.0,2013,R-1
Defense Exportability Program,1859000.0,2013,R-1
(U)RQ-21A (STUASL0),26076000.0,2013,R-1
Basic Research Initiatives,19405000.0,2013,R-1
RAPID CYBER ACQUISITION,4006999.9999999995,2013,R-1
Regional International Outreach (RIO) - Partnership for Peace Information Management System (PIMS),3238000.0,2013,R-1
Support to Networks and Information Integration,6307000.0,2013,R-1
SO/LIC Advanced Development,26324000.0,2013,R-1
RAND Project Air Force,25579000.0,2013,R-1
(U)RQ-21A,22343000.0,2013,R-1
