acronym,program_name,piid,prime_contractor,total_contract_value,obligated,agency,department,clearance,city,state,locations,typical_roles,functional_areas,naics_code,naics_description,psc_code,pop_start,pop_end,bd_score,bd_status,contact_coverage,sub_count,staffing_firms_present,greenfield_type,discovery_strategy,data_sources
CONTRACT,"IGF::CL,CT::IGF CONTRACT AWARD DE-NA0003525 TO THE NATIONAL TECHNOLOGY&ENGINEERING SOLUTIONS OF SANDIA, LLC (NTESS) FOR THE MANAGEMENT AND OPERATION OF THE DEPARTMENT OF ENERGY, NATIONAL NUCLEAR SECURITY ADMINISTRATION'S SANDIA NATIONAL LABORATORIES (SNL)",DENA0003525,"NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA, LLC",52080704442,39562698168,Department of Energy,Department of Energy,,ALBUQUERQUE,NEW MEXICO,,,,561210,,M1JZ,1/18/2017,4/30/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EXPRESS,EXPRESS REPORT,36C10G22K0022,TRIWEST HEALTHCARE ALLIANCE CORP,4826052272,4826052272,Department of Veterans Affairs,Department of Veterans Affairs,,FREDERICKSBURG,VIRGINIA,,,,524114,,G007,10/1/2021,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
WORK,"WORK REQUIRED FOR THE DESIGN, DEVELOPMENT, MANUFACTURE, TEST, LAUNCH, DEMONSTRATION, AND ENGINEERING SUPPORT OF THE HUMAN LANDING SYSTEM (HLS) INTEGRATED LANDER.",80MSFC20C0034,SPACE EXPLORATION TECHNOLOGIES CORP.,4468761155,3016031394,National Aeronautics and Space Administration,National Aeronautics and Space Administration,,HAWTHORNE,CALIFORNIA,,,,541715,,AR32,5/13/2020,12/6/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EXPRESS,EXPRESS REPORT: FY 21,36C10G21K0087,TRIWEST HEALTHCARE ALLIANCE CORP,3602762910,3602762910,Department of Veterans Affairs,Department of Veterans Affairs,,FREDERICKSBURG,VIRGINIA,,,,524114,,G007,4/1/2021,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EXPRESS,EXPRESS REPORT: REGION 4 QUARTER 3 FY23,36C10G23K0058,TRIWEST HEALTHCARE ALLIANCE CORP,2224839173,2224839173,Department of Veterans Affairs,Department of Veterans Affairs,,FREDERICKSBURG,VIRGINIA,,,,524114,,G007,8/25/2023,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EXPRESS,EXPRESS REPORT: QUARTER 4,36C10G22K0036,TRIWEST HEALTHCARE ALLIANCE CORP,2110778409,2110778409,Department of Veterans Affairs,Department of Veterans Affairs,,FREDERICKSBURG,VIRGINIA,,,,524114,,G007,7/1/2022,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
MANAGEMENT,MANAGEMENT AND OPERATING CONTRACT FOR THE OPERATION OF THE PRINCETON PLASMA PHYSICS LABORATORY (PPPL),DEAC0209CH11466,THE TRUSTEES OF PRINCETON UNIVERSITY,2090957475,2071867734,,,,PLAINSBORO,NEW JERSEY,,,,611310,,M181,1/31/2009,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EXPRESS,EXPRESS REPORT: QUARTER 2,36C10G23K0051,TRIWEST HEALTHCARE ALLIANCE CORP,1943190123,1943190123,Department of Veterans Affairs,Department of Veterans Affairs,,FREDERICKSBURG,VIRGINIA,,,,524114,,G007,8/6/2019,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
PRIMARY,"THE PRIMARY ACTIVITIES COVERED BY THIS EFFORT SPAN THE MAJOR PHASES OF THE MISSION BEGINNING WITH FORMULATION THROUGH DEVELOPMENT AND TESTING, AND ENDING ONE YEAR AFTER LAUNCH WITH THE INITIATION OF THE JAMES WEBB SPACE TELESCOPE (JWST) SCIENCE PROGRAM. THESE MAJOR ACTIVITIES ARE SEPARATED INTO THE BASELINE PROGRAM AND SPECIAL STUDIES. THE BASELINE PROGRAM INCLUDES:
A. MISSION REQUIREMENTS ANALYSIS AND OBSERVATORY/MISSION DESIGN SUPPORT INCLUDING: TRADESTUDY
GENERATION, SCIENCE AND OPERATIONS IM",NAS503127,"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY, INC.",1732383329,1468781194,,,,BALTIMORE,MARYLAND,,,,541710,,AR45,10/1/2003,6/25/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EXPRESS,EXPRESS REPORT: QUARTER 1,36C10G23K0052,TRIWEST HEALTHCARE ALLIANCE CORP,1510328699,1510328699,Department of Veterans Affairs,Department of Veterans Affairs,,FREDERICKSBURG,VIRGINIA,,,,524114,,G007,8/6/2019,3/31/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
EHRM,"EHRM WAVES K, L, M (VISN 23) AND N, O (VISN 15) DEPLOYMENTS",36C10B22N0051EHRM,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",1121334990,995130555.1,Department of Veterans Affairs,Department of Veterans Affairs,,KANSAS CITY,KANSAS,,,,541512,,DA01,9/28/2022,3/14/2027,31,PROSPECT,GAP,0,,,S4_EXPIRING,DISCOVERY
PREVENTION,PREVENTION OF MALARIA THROUGH VECTOR CONTROL,7200AA23C00012,ABT GLOBAL LLC,809932224,279254038.7,Agency for International Development,Agency for International Development,,ROCKVILLE,MARYLAND,,,,541990,,R425,12/15/2022,12/18/2027,31,PROSPECT,GAP,186,,,S4_EXPIRING,DISCOVERY
THIS,"THIS TO IS FOR HEALTH MIDDLEWARE AND DATA MANAGEMENT (HMDM) DEVELOPMENT, SECURITY, AND OPERATIONS (DEVSECOPS) SUPPORT",36C10B22N10280026,VETERANS EZ INFO INC.,414836106.2,266944443.1,Department of Veterans Affairs,Department of Veterans Affairs,,SAN DIEGO,CALIFORNIA,,,,541512,,DA01,9/28/2022,9/27/2027,31,PROSPECT,GAP,65,,,S4_EXPIRING,DISCOVERY
THIS,THIS CONTRACT IS FOR THE PRODUCTS AND SERVICES ASSOCIATED WITH THE DESIGN PHASE OF THE WIDE-FIELD INFRARED SURVEY TELESCOPE (WFIRST) SCIENCE OPERATIONS CENTER (SOC),80GSFC19C0054,"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY, INC.",204955978,178975557,National Aeronautics and Space Administration,National Aeronautics and Space Administration,,BALTIMORE,MARYLAND,,,,541715,,AR45,7/1/2019,9/30/2027,31,PROSPECT,GAP,50,,,S4_EXPIRING,DISCOVERY
NEC,NEC - PODGORICA MONTENEGRO,19AQMM19C0141,BL HARBERT INTERNATIONAL LLC,173694639.9,173694639.9,Department of State,Department of State,,,,,,,236220,,C215,9/25/2019,3/25/2027,31,PROSPECT,GAP,94,,,S4_EXPIRING,DISCOVERY
EHRM,"TO 34 - EHRM  SOFTWARE DEVELOPMENT. THE CONTRACTOR SHALL PROVIDE SOFTWARE DEVELOPMENT TO ADDRESS REQUIREMENTS IN FUNCTIONAL AREAS SUCH AS CLINICAL, DENTAL AND REVENUE CYCLE TO MATCH EHRM CAPABILITIES TO VA-SPECIFIC REQUIREMENTS.",36C10B20N0034EHRM,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",165258793.7,155882857.2,Department of Veterans Affairs,Department of Veterans Affairs,,KANSAS CITY,KANSAS,,,,541512,,D399,9/1/2020,4/3/2027,31,PROSPECT,GAP,28,,,S4_EXPIRING,DISCOVERY
MULTI-NETWORK,MULTI-NETWORK SUPPORT SERVICES,HR001121F0006,SECURIGENCE LLC,1208692979,551467372.3,Defense Advanced Research Projects Agency,Department of Defense,,ARLINGTON,VIRGINIA,,,,541511,,D301,2/3/2021,6/30/2030,30,PROSPECT,GAP,10,,,S1_BIG_FISH,DISCOVERY
NON-RECURRING,NON-RECURRING ENGINEERING (NRE),N0002416C4202,TIMKEN GEARS & SERVICES INC.,1020977461,667639178,Department of the Navy,Department of Defense,,SANTA FE SPRINGS,CALIFORNIA,,,,333612,,2010,2/12/2016,11/30/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
NAVAL,NAVAL REACTORS,N0002413C2121,"BECHTEL PLANT MACHINERY, INC.",662152531,662152531,Department of the Navy,Department of Defense,,MONROEVILLE,PENNSYLVANIA,,,,332410,,4470,11/15/2012,9/30/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
SPEIR,SPEIR E&MD,N0002422C5514,"L3 TECHNOLOGIES, INC.",603494604,195390372.6,Department of the Navy,Department of Defense,,MASON,OHIO,,,,334511,,5865,4/26/2022,7/22/2027,29,COLD,GAP,6,,,S4_EXPIRING,DISCOVERY
NAVAL,NAVAL REACTORS,N0002412C2107,"BECHTEL PLANT MACHINERY, INC.",592468557,592468557,Department of the Navy,Department of Defense,,MONROEVILLE,PENNSYLVANIA,,,,332410,,4470,2/6/2012,9/30/2027,29,COLD,GAP,3,,,S4_EXPIRING,DISCOVERY
NGSW,NGSW FACILITY CONSTRUCTION SOW AT LCAAP UCO.,W519TC24F0083,OLIN WINCHESTER LLC,592142061.9,592142061.9,Department of the Army,Department of Defense,,INDEPENDENCE,MISSOURI,,,,332992,,R499,3/5/2024,12/31/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
THIS,IGF::CL::IGF THIS TASK ORDER IS FOR THE PROCUREMENT AND SUPPLY OF HIV RAPID TEST KITS (RTKS).,AIDOAATO1500004,REMOTE MEDICINE INC.,560770291,486003213,,,,WASHINGTON,DISTRICT OF COLUMBIA,,,,423450,,6515,2/27/2015,11/28/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
UAS,UAS OPERATIONAL AND MAINTENANCE SUPPORT,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",527628078,289731928.5,U.S. Customs and Border Protection,Department of Homeland Security,,POWAY,CALIFORNIA,,,,488190,,R425,4/1/2022,9/30/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
CONSTRUCTION,"CONSTRUCTION OF A WHARF. HARBORMASTER CONTROL TOWER, PIERS, MAINTENANCE/FUELING FACILITIES & INFRASTRUCTURE IN SUPPORT OF ROYAL SAUDI NAVAL FORCE MULTI-MISSION SURFACE COMBATANT SHIPS PROGRAM AT KING ABDULAZIZ NAVAL BASE, KINGDOM OF SAUDI ARABIA.",W912ER23C0002,AICI-ARCHIRODON JV LLC,502477364.7,398832696.4,Department of the Army,Department of Defense,,,,,,,236220,,Y1ED,5/8/2023,3/8/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MEDICARE,MEDICARE ADMINISTRATIVE CONTRACTOR JURISDICTION 5,75FCMC19C0043,WISCONSIN PHYSICIANS SERVICE INSURANCE CORP.,440687720,369229590,Centers for Medicare and Medicaid Services,Department of Health and Human Services,,MADISON,WISCONSIN,,,,524114,,G007,9/30/2019,8/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
AWARD,AWARD CMSS,N0042122C0013,"KAY AND ASSOCIATES, INC.",428877805.4,302644909.6,Department of the Navy,Department of Defense,,,,,,,488190,,J015,12/23/2021,7/31/2027,29,COLD,GAP,8,,,S4_EXPIRING,DISCOVERY
AWARD,AWARD FY24 PRODUCTION ORDERS.,W519TC24F0272,OLIN WINCHESTER LLC,425395238.1,434099315.4,Department of the Army,Department of Defense,,INDEPENDENCE,MISSOURI,,,,332992,,1305,6/28/2024,5/15/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
CONSTRUCTION,"CONSTRUCTION OF DOWNSTREAM MONOLITHS FOR THE KENTUCKY LOCK, GRAND RIVERS, KENTUCKY",W912P521C0015,THALLE CONSTRUCTION CO INC,405028868.4,404798482.4,Department of the Army,Department of Defense,,GRAND RIVERS,KENTUCKY,,,,237990,,Y1KA,10/11/2021,8/9/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
EUESWS,EUESWS,140D0423F0030,DEEP MILE NETWORKS LLC,398785365.9,307202906.6,Departmental Offices,Department of the Interior,,VIENNA,VIRGINIA,,,,611430,,R499,12/2/2022,12/1/2026,29,COLD,GAP,3,,,S4_EXPIRING,DISCOVERY
AESS,AESS 2.0 - ENDPOINT PROTECTION,HC108422F0258,"ECS FEDERAL, LLC",393043186.4,234359006.2,Defense Information Systems Agency,Department of Defense,,FORT HUACHUCA,ARIZONA,,,,541512,,DJ01,9/29/2022,9/28/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MEDICAL,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,36C10X26N0041,LOYAL SOURCE GOVERNMENT SERVICES LLC,392676748.2,392676748.2,Department of Veterans Affairs,Department of Veterans Affairs,,ORLANDO,FLORIDA,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0033,QTC MEDICAL SERVICES INC,392676748.2,392676748.2,Department of Veterans Affairs,Department of Veterans Affairs,,SAN ANTONIO,TEXAS,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
PRINCIPAL,"TAS::80 0120::TAS
AS THE PRINCIPAL INVESTIGATOR (PI) INSTITUTION FOR THE MAGNETOSPHERIC MULTISCALE  (MMS) INSTRUMENT SUITE SCIENCE TEAM (ISST), THE CONTRACTOR IS RESPONSIBLE FOR LEADING THE SOLVING MAGNETOSPHERIC ACCELERATION RECONNECTION AND TURBULENCE (SMART) TEAM THROUGH ALL MISSION PHASES. THE SCOPE OF WORK SHALL INCLUDE, BUT NOT BE LIMITED, TO THE FOLLOWING:
- MANAGE THE SMART TEAM THROUGH PHASES B THROUGH E OF THE MMS MISSION, 
- DEFINING SCIENCE GOALS AND OBJECTIVES
- ASSIST THE MMS PROJE",NNG04EB99C,SOUTHWEST RESEARCH INSTITUTE,391932243,380232648,,,,SAN ANTONIO,TEXAS,,,,336414,,AR21,4/21/2004,9/30/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0037,"VETERANS EVALUATION SERVICES, INC",388506331.5,388506331.5,Department of Veterans Affairs,Department of Veterans Affairs,,SAN ANTONIO,TEXAS,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
CONSTRUCTION,CONSTRUCTION OF WEAPONS STORAGE AND MAINTENANCE FACILITY AT MONTANA.,W912DW23C0012,ARCHER WESTERN FEDERAL JV,380351141,326598117.7,Department of the Army,Department of Defense,,MALMSTROM AFB,MONTANA,,,,236220,,Y1GA,6/30/2023,7/15/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0043,"OptumServe Health Services, Inc.",362240798.5,362240798.5,Department of Veterans Affairs,Department of Veterans Affairs,,LA CROSSE,WISCONSIN,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0045,"OptumServe Health Services, Inc.",356623261.5,356623261.5,Department of Veterans Affairs,Department of Veterans Affairs,,LA CROSSE,WISCONSIN,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0031,QTC MEDICAL SERVICES INC,348691285.5,348691285.5,Department of Veterans Affairs,Department of Veterans Affairs,,SAN ANTONIO,TEXAS,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MEDICAL,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,36C10X26N0021,LOYAL SOURCE GOVERNMENT SERVICES LLC,348691285.5,348691285.5,Department of Veterans Affairs,Department of Veterans Affairs,,ORLANDO,FLORIDA,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
APL,APL(S) CRAFT NO. 1,N0002418C2230,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",340938178,336504825,Department of the Navy,Department of Defense,,PASCAGOULA,MISSISSIPPI,,,,336611,,1935,9/17/2018,6/30/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MODIFICATION,MODIFICATION TO UPDATE REVISE PWS AND ATTACHMENT AR.,36C10X26N0008,QTC MEDICAL SERVICES INC,335920664.3,335920664.3,Department of Veterans Affairs,Department of Veterans Affairs,,SAN DIMAS,CALIFORNIA,,,,621111,,Q403,10/1/2025,9/30/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MOD,MK 54 MOD 0 ARRAY KITS,N0002418C6405,ULTRA ELECTRONICS OCEAN SYSTEMS INC.,329453042.9,156392667.9,Department of the Navy,Department of Defense,,BRAINTREE,MASSACHUSETTS,,,,334511,,1355,9/26/2018,9/30/2027,29,COLD,GAP,26,,,S4_EXPIRING,DISCOVERY
INITIAL,INITIAL ORDER OFF IDIQ CONTRACT W519TC23D0005 FOR SERVICE NOW LICENSES.,W519TC23F0051,CARAHSOFT TECHNOLOGY CORP.,322200375.1,165056568.7,Department of the Army,Department of Defense,,RESTON,VIRGINIA,,,,541511,,7A21,12/23/2022,12/22/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
VOLATILES,VOLATILES INVESTIGATING POLAR EXPLORATION ROVER (VIPER) DELIVERY,80JSC020F0220,ASTROBOTIC TECHNOLOGY INC,317859169,295484374,National Aeronautics and Space Administration,National Aeronautics and Space Administration,,PITTSBURGH,PENNSYLVANIA,,,,481212,,AR37,6/11/2020,10/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
P-095,P-095 CONSTRUCTION OF PIER 3,N4008522C0017,RQ-MAGANN JV,316735461.1,316542971.1,Department of the Navy,Department of Defense,,NORFOLK,VIRGINIA,,,,237990,,Y1LB,5/13/2022,11/30/2027,29,COLD,GAP,33,,,S4_EXPIRING,DISCOVERY
OPTION,"OPTION 1 TASK ORDER (JANUARY 1, 2026 - DECEMBER 31, 2026) FOR DEPARTMENT OF VETERANS AFFAIRS (VA) VETERANS BENEFITS ADMINISTRATION (VBA) MEDICAL DISABILITY EXAMINATION OFFICE (MDEO)""",36C10X26N0035,"VETERANS EVALUATION SERVICES, INC",306914738.3,306914738.3,Department of Veterans Affairs,Department of Veterans Affairs,,SAN ANTONIO,TEXAS,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
DESIGN-BID-,"DESIGN-BID-BUILD CONSTRUCTION CONTRACT IN SUPPORT OF PUERTO RICO ARMY NATIONAL GUARD (PRARNG) JOINT TRAINING CENTER MILITARY CONSTRUCTION (MILCON) PROJECTS, PUERTO RICO",W912EP22C0008,4CONTRACTOR JV,302310768.1,294160932.1,Department of the Army,Department of Defense,,SALINAS,PUERTO RICO,,,,236220,,Z2JZ,9/30/2022,7/23/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
CERUS,CERUS - DEVELOPMENT AND IMPLEMENTATION OF PATHOGEN REDUCTION TECHNOLOGY (PRT).  IGF::OT::IGF,HHSO100201600009C,CERUS CORPORATION,282450108.7,185466763.6,Office of Assistant Secretary for Preparedness and Response,Department of Health and Human Services,,CONCORD,CALIFORNIA,,,,541711,,AN13,6/17/2016,9/30/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
UKRAINE,"UKRAINE: THIS DELIVERY ORDER IS FOR PURCHASE OF 253,914 UNITS OF M119A2 PROPELLING BAG CHARGES.",W15QKN24F0391,NAMMO PERRY INC.,274696860.9,274696860.9,Department of the Army,Department of Defense,,PERRY,FLORIDA,,,,332993,,1320,9/5/2024,5/31/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0034,QTC MEDICAL SERVICES INC,272017423.3,272017423.3,Department of Veterans Affairs,Department of Veterans Affairs,,SAN ANTONIO,TEXAS,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MEDICAL,MEDICAL DISABILITY EXAMINATIONS - TO FY26 FUNDING,36C10X26N0042,LOYAL SOURCE GOVERNMENT SERVICES LLC,272017423.3,272017423.3,Department of Veterans Affairs,Department of Veterans Affairs,,ORLANDO,FLORIDA,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
TASK,TASK ORDER 1 FOR CORE SURVEY WORK (CLIN0001) AND OPTIONAL SURVEY ADD-ONS (CLIN0002),75Q80120F32001,"WESTAT, INC.",264797765,175939344,Agency for Healthcare Research and Quality,Department of Health and Human Services,,ROCKVILLE,MARYLAND,,,,518210,,R422,7/13/2020,1/12/2027,29,COLD,GAP,3,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0038,"VETERANS EVALUATION SERVICES, INC",263061726.8,263061726.8,Department of Veterans Affairs,Department of Veterans Affairs,,SAN ANTONIO,TEXAS,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
FY26,FY26 FUNDING MEDICAL DISABILITY EXAMINATIONS,36C10X26N0046,"OptumServe Health Services, Inc.",260174836.9,260174836.9,Department of Veterans Affairs,Department of Veterans Affairs,,LA CROSSE,WISCONSIN,,,,621111,,Q403,1/1/2026,12/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
BORDER,"BORDER WALL CONSTRUCTION - RIO GRANDE VALLEY SECTOR, TEXAS RGV-1 WATERBORNE BARRIER CONSTRUCTION",70B01C26F00000118,Spencer Construction LLC,259646000,259646000,U.S. Customs and Border Protection,Department of Homeland Security,,BROWNSVILLE,TEXAS,,,,236220,,Y1LB,1/27/2026,8/31/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
SATCOM,SATCOM 2024-018 J6 MAIN,H9241524F0076,"GLOBAL ENTERPRISE SOLUTIONS, INC.",251131578.6,166785889.6,U.S. Special Operations Command,Department of Defense,,TAMPA,FLORIDA,,,,517410,,DD01,7/1/2024,6/30/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
PURPOSE,"IGF::OT::IGF THE PURPOSE OF THIS CONTRACT IS TO PROVIDE THE MISSILE DEFENSE AGENCY (MDA) WITH GLOBAL CLASSIFIED AND UNCLASSIFIED VIDEO CONFERENCING SERVICES, COLLABORATION SERVICES, CUSTOMER FACING BUSINESS APPLICATION SERVICES, AND END USER TRAINING. THIS ACTION IS THE BASIC CONTRACT AWARD.",HQ079618C0001,NETWORK MANAGEMENT RESOURCES INC.,243469161.4,237275406.8,Missile Defense Agency,Department of Defense,,HUNTSVILLE,ALABAMA,,,,541513,,D399,3/21/2018,10/31/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
MORATORIUM,"MORATORIUM EXCEPTION""  BLI DDVAK725 HURRICANE HELENE VCT DISASTER RECON DESIGN-BUILD HURRICANE HELENE IN VA",12445126C0001,KIEWIT INFRASTRUCTURE SOUTH CO,240580430.1,240580430.1,Forest Service,Department of Agriculture,,DAMASCUS,VIRGINIA,,,,237310,,Z2LB,11/6/2025,11/16/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
UNRESTRICTED,"FY 24 UNRESTRICTED PROCUREMENT, SABINE-NECHES WATERWAY CHANNEL IMPROVEMENT PROJECT (SNWWCIP), TX SABINE EXTENSION CHANNEL TO SABINE PASS OUTER BAR, JETTY CHANNEL, SABINE PASS, HOPPER DREDGING, IN JEFFERSON COUNTY, TEXAS",W912HY24C0016,"GREAT LAKES DREDGE & DOCK CO, LLC",235422810,219108350,Department of the Army,Department of Defense,,PORT ARTHUR,TEXAS,,,,237990,,Z1KB,9/20/2024,4/4/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
UCA,UCA FOR FMTV LVAD VEHICLES,W912CH25F0168,OSHKOSH DEFENSE LLC,235244970,235244970,Department of the Army,Department of Defense,,OSHKOSH,WISCONSIN,,,,336212,,2355,2/4/2025,7/31/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
REPAIR,"DB REPAIR BERTHS 40 AND 41, NORFOLK NAVAL SHIPYARD, PORTSMOUTH, VA",N4008522F5863,"AECOM TECHNICAL SERVICES, INC.",229651455.7,229651455.7,Department of the Navy,Department of Defense,,PORTSMOUTH,VIRGINIA,,,,236220,,Z2ED,7/29/2022,3/29/2027,29,COLD,GAP,2,,,S4_EXPIRING,DISCOVERY
MICROSOFT,MICROSOFT LICENSE RENEWAL AND SUSTAINMENT,H9241524F0022,DELL MARKETING L.P.,225662407.4,156480570.2,U.S. Special Operations Command,Department of Defense,,REDMOND,WASHINGTON,,,,511210,,7A21,3/1/2024,2/28/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
YRBM,YRBM CRAFT NO. 1,N0002422C2253,"CONRAD SHIPYARD, L.L.C",222750437,218925697.7,Department of the Navy,Department of Defense,,MORGAN CITY,LOUISIANA,,,,336611,,1930,3/15/2022,6/16/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
THIS,THIS EFFORT IS TO PROVIDE PRODUCTION-REPRESENTATIVE HARDWARE KITS AND CORRESPONDING PRODUCTION SUPPORT FOR THE UH-60V PROGRAM.,W58RGZ19F0163,DEFENSE SYSTEMS AND SOLUTIONS,222616183,220430020,Department of the Army,Department of Defense,,HUNTSVILLE,ALABAMA,,,,336413,,1520,4/1/2019,11/30/2027,29,COLD,GAP,28,,,S4_EXPIRING,DISCOVERY
OPERATIONS,OPERATIONS AND MAINTENANCE (O&M) TASK ORDER FOR STUDENT LOAN SERVICING IN ACCORDANCE WITH THE REQUIREMENTS OF THE USDS CONTRACT. ALL WORK AND DELIVERABLES PROVIDED MUST BE IN ACCORDANCE WITH THE REQUIREMENTS OF THE CONTRACT FOR THE TASK ORDER.,91003124F0320,MISSOURI HIGHER EDUCATION LOAN AUTHORITY,221668773.5,221668773.5,Department of Education,Department of Education,,WASHINGTON,DISTRICT OF COLUMBIA,,,,522390,,R710,7/1/2024,8/22/2026,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
JOINT,"JOINT LIGHT TACTICAL VEHICLE (JLTV) FAMILY OF VEHICLES (FOV) DELIVERY ORDER FOR FAT VEHICLES, KITS, TRAILERS AND PRODUCTION QUANTITY OF TRAILERS, KITS AND VEHICLES.",W56HZV23F0081,AM GENERAL LLC,221251502.2,221251502.2,Department of the Army,Department of Defense,,SOUTH BEND,INDIANA,,,,336212,,2320,2/9/2023,3/31/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
GRCA,"GRCA 190083 / 250176 - IMPROVE POTABLE WATER SUPPLY TO INNER-CANYON AND SOUTH RIM, TRANS-CANYON WATER DISTRIBUTION PIPELINE, GRAND CANYON NATIONAL PARK, AZ",140P2023C0001,STRONGHOLD ENGINEERING INC,216965500,216965500,National Park Service,Department of the Interior,,GRAND CANYON,ARIZONA,,,,237110,,Y1NZ,3/14/2023,2/8/2027,29,COLD,GAP,0,,,S4_EXPIRING,DISCOVERY
