acronym,count,contexts,possible_meaning
OED,1,"['ciation from the client for work completed on the OED, XT and CFL tasks. Work-from-home (WFH) depends o']",
WFH,1,"['ted on the OED, XT and CFL tasks. Work-from-home (WFH) depends on the directorate & is never guaranteed']",
CFL,1,"[' the client for work completed on the OED, XT and CFL tasks. Work-from-home (WFH) depends on the direct']",
ETA,1,"[""s along the East Coast. She doesn't have an exact ETA yet but targeting the beginning of next year""]",
TOMA,1,"[""e are two positions they're looking internal for (TOMA/EA), but she keeps asking them if she can go the ""]",
USCIS,1,"[' done with. There are two spots with one of their USCIS programs she wants to pull us in for, I helped wi']",
IAM,1,"[""nce is a big plus, and having CISSP (or level III IAM). She'll confirm times with her interview panel f""]",
DRT,1,"[""DRT, CDC/GRASP TT, this is Tyler's last week with DRT. Catch up soon - all comms go through Rick moving""]",
GRASP,1,"[""DRT, CDC/GRASP TT, this is Tyler's last week with DRT. Catch up ""]",
OCC,1,"['Peraton, Treasury OCC Meeting,']",
SENSE,1,"['Peraton, SENSE Meeting,']",
AFINC,1,"['Abacus-AFINC II RTP: Has a 4 year old kid, starting school, ai']",
JUSTIFY,1,['orting STRATCOM. Was recommend by us through GDIT JUSTIFY PM and their Lead MBSE arch recc us as well. Plan'],
STRATCOM,1,['the program for us 1.5 Billion 7 years supporting STRATCOM. Was recommend by us through GDIT JUSTIFY PM and '],
AGE,1,['AGE Solution - RTP: Left GDIT to work for AGE solution. AGE was founded a couple of years back '],
STRONG,1,"['acks we have been doing the white glove on, had a STRONG suspicion there was 0% chance that Oracle FTE’s w']",
STARGATE,1,"['oines, Quicny/Wenatchee, Boydton VA, Abelline TX (STARGATE PROJECT***) There are 5 Field Deployment Managers']",
PROJECT,1,"['icny/Wenatchee, Boydton VA, Abelline TX (STARGATE PROJECT***) There are 5 Field Deployment Managers in his ']",
META,1,"['oy Oracle clusters in Microsoft, Google, AWS, and META Data Centers, he’s based out of Virginia primaril']",
LEAST,1,"[""s but same size as other COLO's so going to be AT LEAST 2-3x as many PRD deployments without the larger p""]",
GREAT,1,[' friends were chopping it up on the call which is GREAT confirmed that they are pulling in the timelines '],
DCAT,1,"[""t down together to make sure that any unnecessary DCAT's are closed particularly mentioned the inbound t""]",
NOTES,1,['crosoft Data Center - QUINCY - client visit 10/16 NOTES: RTB: Frankie MWH25 11AM (PST) Had lunch w/ Frank'],
PUSH,1,[' and is going to work on it for us Need to really PUSH for the hard intro here Conveyed that we wanted t'],
SCOPE,1,['ificantly heavier GB300 racks Reviewed ADDITIONAL SCOPE MWH25 GB300 (in person w/ Jason Cochrun Critical '],
ADDITIONAL,1,['und of significantly heavier GB300 racks Reviewed ADDITIONAL SCOPE MWH25 GB300 (in person w/ Jason Cochrun Cri'],
PDU,1,"['anager): Cow Tag Labeling, Power Whip Labeling, & PDU Labeling – said the internal FTE team labeled the']",
FOLLOW,1,['handle that – it would be the Decomm DCPM NEED TO FOLLOW UP W/ AIT HERE TO CAPTURE IHWG DECOMM was asking '],
TOTAL,1,"['SKED ABOUT STAFFING Said that he currently has 26 TOTAL HEADCOUNT – 10 of which are staffing vendors, sai']",
HEADCOUNT,1,"['BOUT STAFFING Said that he currently has 26 TOTAL HEADCOUNT – 10 of which are staffing vendors, said that the']",
HERE,1,['would be the Decomm DCPM NEED TO FOLLOW UP W/ AIT HERE TO CAPTURE IHWG DECOMM was asking about expansion'],
ABOUT,1,['od things? Odd b/c we aren’t at other sites ASKED ABOUT STAFFING Said that he currently has 26 TOTAL HEAD'],
VECA,1,['have a lot coming up at MWH01 & MWH04** said that VECA handles the Decomm and that they have a separate '],
ASKED,1,['ars good things? Odd b/c we aren’t at other sites ASKED ABOUT STAFFING Said that he currently has 26 TOTA'],
CAPTURE,1,[' the Decomm DCPM NEED TO FOLLOW UP W/ AIT HERE TO CAPTURE IHWG DECOMM was asking about expansion and presen'],
DECOMM,1,['CPM NEED TO FOLLOW UP W/ AIT HERE TO CAPTURE IHWG DECOMM was asking about expansion and presense at other '],
VIEW,1,"['as we look to expand so that they can have a FULL VIEW of our capabilities, standards, and the excellent']",
MAMOUDOU,1,['2:30PM (PST) @ MWH25 FINALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIRECTOR Has heard absolutely amazi'],
MENTIONED,1,['ecifically requesting more information about us – MENTIONED ATL particularly Mamadou said that they are creat'],
FULL,1,"['tros as we look to expand so that they can have a FULL VIEW of our capabilities, standards, and the exce']",
MEETING,1,['11/11/2025 2:30PM (PST) @ MWH25 FINALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIRECTOR Has heard abso'],
CAMPUS,1,['WH25 FINALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIRECTOR Has heard absolutely amazing things abou'],
BACK,1,['nd the excellent work that we are doing **Circled BACK TO ATL COLLEAGUES ? Mentioned Name Dropped Brian '],
COLLEAGUES,1,['lent work that we are doing **Circled BACK TO ATL COLLEAGUES ? Mentioned Name Dropped Brian Poley is his colle'],
DIRECTOR,1,['NALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIRECTOR Has heard absolutely amazing things about PrimeTS'],
CARD,1,['madou said that they are creating an actual SCORE CARD so that when there is a top vendor like us it can'],
DIALLO,1,['ST) @ MWH25 FINALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIRECTOR Has heard absolutely amazing thin'],
SCORE,1,['rly Mamadou said that they are creating an actual SCORE CARD so that when there is a top vendor like us i'],
TUESDAY,1,['madou Diallo – Sr. Quincy Metro Campus Director – TUESDAY 11/11/2025 2:30PM (PST) @ MWH25 FINALLY IN-PERSON'],
PERSON,1,['UESDAY 11/11/2025 2:30PM (PST) @ MWH25 FINALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIRECTOR Has he'],
FINALLY,1,['irector – TUESDAY 11/11/2025 2:30PM (PST) @ MWH25 FINALLY IN-PERSON MEETING w/ MAMOUDOU DIALLO CAMPUS DIREC'],
NAME,1,[' of a mess Said that Chicago is expanding rapidly NAME DROPPED Sadik Campus Director said to reach out 1'],
STATUS,1,"['hen asked specifically about how PrimeTS is doing STATUS UPDATES GB300: crossing the finish line here, doi']",
EXPANSION,1,"[' allocate project hours, ect. was super impressed EXPANSION: Super impressed with the size of the team and qu']",
DROPPED,1,[' mess Said that Chicago is expanding rapidly NAME DROPPED Sadik Campus Director said to reach out 100% will'],
SHE,1,['oned very well for her projects SPECIFICALLY SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THA'],
THAT,1,['SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE '],
SEE,1,['E LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE AND '],
WOULD,1,[' very well for her projects SPECIFICALLY SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODE'],
LOOKING,1,['l for her projects SPECIFICALLY SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHA'],
GRAVE,1,['S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE AND ALL Also Lyria brought up for IDF'],
GLOVE,1,[' MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE AND ALL Also Lyria brought up for IDF’s the MWH01'],
DPCM,1,"['the rough about it, said that especially as a new DPCM in the Networking group would love to put a proje']",
AWARD,1,['rojects SPECIFICALLY SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN '],
SEND,1,[' network sustainability/health long term) SAID TO SEND HER PROPOSALS (RFQ) FOR PRIME TO DO THE IDF CLEAN'],
SPECIFICALLY,1,['we would be positioned very well for her projects SPECIFICALLY SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S '],
LOVES,1,[' SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE W'],
WHITE,1,['S THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE AND ALL Also Lyria brought up for IDF’s the'],
CLEANUPS,1,[' SEND HER PROPOSALS (RFQ) FOR PRIME TO DO THE IDF CLEANUPS AT MWH06 & MWH24'],
WHAT,1,['ING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE AND ALL Als'],
CRADLE,1,['TIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE AND ALL Also Lyria brought u'],
PROPOSALS,1,['sustainability/health long term) SAID TO SEND HER PROPOSALS (RFQ) FOR PRIME TO DO THE IDF CLEANUPS AT MWH06 &'],
ENTIRE,1,['s SPECIFICALLY SAID SHE WOULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRAD'],
MODEL,1,['OULD BE LOOKING TO AWARD ENTIRE COLO’S LOVES THAT MODEL SEE’S WHAT WE CAN DO CRADLE TO GRAVE WHITE GLOVE '],
SOCCENT,1,['BAH - SOCCENT - Tim reached out about impending travel for John'],
DOC,1,['h Kunal. He is the program director over multiple DOC contracts. He said he would have more time to dis'],
ISGS,1,['- connecting on monthly basis - Shannon came from ISGS so will reference that - good POC to use as resou'],
SNS,1,['oat despite DOGE - oversees OPHAOR - supports the SNS side - has group of about 30-35 supporting all wa'],
OPHAOR,1,['d they are staying afloat despite DOGE - oversees OPHAOR - supports the SNS side - has group of about 30-3'],
MSS,1,[' business - has 60 people under him in tier 1 and MSS - about 150-200 people in ESA V sector - Chris Ro'],
BOP,1,['ve internally - all internal besides ATF mainly - BOP or ATF may expand in 2026 - ESA is most stable bc'],
JMD,1,['ometime in 2026 - 6 components on team: 1. ATF 2. JMD 3. U.S. Trustees 4. Bureau of Prisons 5. FRTIR 6.'],
ATF,1,['ikely sometime in 2026 - 6 components on team: 1. ATF 2. JMD 3. U.S. Trustees 4. Bureau of Prisons 5. F'],
DEA,1,['IR 6. Anti-trust - could potentially pick back up DEA or U.S. Marshalls - with them being a part of DOJ'],
FRTIR,1,['F 2. JMD 3. U.S. Trustees 4. Bureau of Prisons 5. FRTIR 6. Anti-trust - could potentially pick back up DE'],
SLR,1,['ht their numbers down to 72 - have not failed SLA/SLR as his group is doing really well - year 4 out of'],
CFTC,1,"['GovCIO- CFTC - big Commanders fan, likes talking football - In']",
AMG,1,[' on contract - utilize smartronics; Cloud NCC and AMG on subcontract - may be looking replace a few Red'],
NCC,1,['ut of 10 on contract - utilize smartronics; Cloud NCC and AMG on subcontract - may be looking replace a'],
TAT,1,"[' him: Admin linux, R and D, software development, TAT, cloud operations, non-steering engineering - wil']",
ASPR,1,"['ng off the program - Shannon now has CDC, VA, and ASPR - is in charge of helping Shannon with growth sup']",
QTC,1,['Cheung- handles the AMD of scientific computing - QTC is handling all the digital modernization - Shann'],
NHSA,1,['t - Amy Cagle- under Brian Fitzgerald who handles NHSA and handles all the software and staffing under h'],
AMD,1,['nd staffing under him - Peter Cheung- handles the AMD of scientific computing - QTC is handling all the'],
BOE,1,['OM for software engineering center; will be doing BOE. He has no idea who is responsible for RFI. All C'],
IEO,1,['Leidos- IEO Deputy Program Manager Train and now on idle for '],
COM,1,['f work that is a global sustainment support for C-COM for software engineering center; will be doing BO'],
WESTMORELAND,1,"['offs during STOLs Tammy Westmoreland: TAMBERLYN.R.WESTMORELAND@leidos.com Tammy has ops, safety, R&D, on STOL- n']",
STOL,1,"['d Health Got introduced to Cody from Steve Was on STOL, now on Futures Flights Services Program Cody is ']",
TAMBERLYN,1,"['ies for one offs during STOLs Tammy Westmoreland: TAMBERLYN.R.WESTMORELAND@leidos.com Tammy has ops, safety, ']",
FFSP,1,"['Leidos- FFSP In Virginia, from El Paso Texas Went from Transpo']",
NCG,1,['NCG: inSITE Interview and green light for Joshua for '],
EXT,1,['shifts 5p to 5A. TS checked with Paula. 2-4 years EXT'],
TIK,1,['t. his client has from 20-350 needs at all times. TIK TOK. going to get with his PM and see if they can'],
TOK,1,['is client has from 20-350 needs at all times. TIK TOK. going to get with his PM and see if they can uti'],
DRRS,1,['up who is hiring for engineering positions. PRISM DRRS is a 1.2 billion dollar task IDIQ supporting the '],
WSRM,1,"[', now in proposals for poland (WISLA) 20 needs in WSRM. going to use internal first, then let us fill re']",
OSUD,1,[' some re-org that needs to happen. supporting the OSUD at the TARC and pentagon.'],
FTC,1,"['eavercreek for their unclassified network. In the FTC DevNet, we recreate a microcosm of our customer e']",
MEDIOC,1,['Chris to provide first day details to meet at the MEDIOC center at Schriver. supposedly it is a very secur'],
JBL,1,"['forward with. they have Guam, a bench seat, WSMR, JBL and Washington state that those locations are opt']",
MLRS,1,['SAIC: MLRS tag up with Keshia. wanted to clarify the confusi'],
DAR,1,['ng with Northop. Sierra was wilder wild west etc. DAR site 2 was awarded but kind of not until this yea'],
LVL,1,"[""ime and materials contract with 2 LCATS. Software LVL 1 and 2's. first base year and 3 option years. tr""]",
INFOSEC,1,['SAIC: MISS tag up with John. new INFOSEC position on stie first month at TARC in arlington'],
FTES,1,"['eir focus right now is exclusivly getting current FTES on Site 2, then foucs where the gaps are folling ']",
CDM,1,[' subs. looking like a Cyber Sys admin specialist. CDM tools with nessus scanners etc. public trust full'],
JTAGGS,1,"['NGC: JTAGGS Rob Whitt, Deputy PM for JTAGS. wanted to disucss']",
ADS,1,"['las. Introduced me to Rose Demarco, Deputy PM for ADS project within MAINES. Fed CIV Division. Rose is ']",
CIV,1,"['rco, Deputy PM for ADS project within MAINES. Fed CIV Division. Rose is our on leave until the first of']",
UPF,1,['Bechtel: UPF Bechtel moved mark to Tennessee to support the UP'],
NOALS,1,['et right now due to carrying. Personnel over from NOALS and letting them ride untill they build back up w'],
FROST,1,['Northrop Grumman : FROST FROST has a few T&Ms on contract now and they are not i'],
