award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count,Column1
402541867.4,CONT_AWD_FA872105C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA872105C0003,200510!000208!5700!FA8721!ESC/XPK                         !FA872105C0003  !A!N! !Y!             !      !20050705!20100630!189570740!189570740!052184116!N!CARNEGIE MELLON UNIVERSITY    !4500 5TH AVE              !PITTSBURGH          !PA!15213!61000!003!42!PITTSBURGH          !ALLEGHENY             !P,7/30/2016,1/21/2026,False,,,,STANDARD,,CARNEGIE MELLON UNIVERSITY,G4P3TF8PFH73,MEDIUM ($100M-500M),7/5/2005,0,0,0,3,
402238754.0,CONT_AWD_N0001905C0054_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0001905C0054,"200606!332152!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001905C0054  !A!N! !N!             !      !20060302!20080930!001216845!001216845!001216845!N!ITT INDUSTRIES, INC           !4 WEST RED OAK LANE       !WHITE PLAINS        !NY!10604!13690!031!34!CLIFTON             !PASSAIC               !N",11/30/2012,1/21/2026,False,,,,STANDARD,,ITT CORPORATION,KAZDWX2KMMT6,MEDIUM ($100M-500M),3/2/2005,0,0,0,1,
401956810.0,CONT_AWD_W519TC23F0091_9700_W52P1J22D0007_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W519TC23F0091,SAWS RFP 07 155MM HE COMPLETE REQUIREMENTS,5/31/2024,1/21/2026,False,,,,STANDARD,,GLOBAL MILITARY PRODUCTS INC,L168LBGMAA13,MEDIUM ($100M-500M),1/30/2023,0,0,0,2,
401075174.3,CONT_AWD_W58RGZ07C0209_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,W58RGZ07C0209,PURCHASE OF 538 EA E-ROVERS,9/30/2016,1/21/2026,False,,,,STANDARD,,"L3 TECHNOLOGIES, INC.",FRJQGQHDX4J3,MEDIUM ($100M-500M),8/31/2007,0,0,0,2,
400890855.6,CONT_AWD_FA862116C6331_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA862116C6331,IGF::OT::IGF  SCAT III - KDAM ATARS,3/31/2024,1/21/2026,False,,,,STANDARD,,CAE USA MISSION SOLUTIONS INC.,EB7FJB3QNJN8,MEDIUM ($100M-500M),8/1/2016,0,0,0,1,
400111722.0,CONT_AWD_DAAB0794CN853_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,DAAB0794CN853,199712!2100!0064!AB07 !USA COMM-ELECTRONICS COMMAND    !DAAB0794CN853  !A!*!P00043             !19961104!19990915!188991954!114685548!001293950!N!67032!GTE GOVERNMENT SYSTEMS CORPORA!400 JOHN QUINCY ADAMS RD  !TAUNTON             !MA!02780!69170!005!25!TAUNTON             !BRISTOL               !MAS,7/31/2005,1/21/2026,False,,,,STANDARD,,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",JHY6AZA6H191,MEDIUM ($100M-500M),11/4/1996,0,0,0,4,
399644123.2,CONT_AWD_F0960499C0050_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F0960499C0050,"199912!5700!0510!GJ05 !WR-ALC/LRK                      !F0960499C0050  !A!*!*                  !19990712!20040930!053387429!045591104!001339159!N!04071!RAYTHEON E-SYSTEMS, INC       !7700 ARLINGTON BLVD       !FALLS CHURCH        !VA!22042!27200!610!51!FALLS CHURCH        !FALLS CHURCH (CITY)   !VIR",9/30/2005,1/21/2026,False,,,,STANDARD,,RAYTHEON COMPANY,Y5ZZFR2AQC63,MEDIUM ($100M-500M),7/12/1999,0,0,0,3,
399637109.6,CONT_AWD_N0001918F2505_9700_N0001917D5517_9700,Department of Defense,Department of the Navy,DoD; $100M+,35,N0001918F2505,PROCUREMENT OF APKWS II WGU-59/B GUIDANCE SECTIONS,12/4/2020,1/21/2026,False,,,,STANDARD,,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION INC,LL86LYMYHK36,MEDIUM ($100M-500M),3/8/2018,0,0,0,2,
399443425.0,CONT_AWD_W911KB25CA010_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W911KB25CA010,"PORT OF NOME MODIFICATION PHASE 1A, NOME, ALASKA",9/5/2029,1/21/2026,False,,,,STANDARD,,KIEWIT INFRASTRUCTURE WEST CO.,YSNNL4FGAQ53,MEDIUM ($100M-500M),8/28/2025,0,0,0,2,
399397580.0,CONT_AWD_0002_9700_W52P1J11G0002_9700,Department of Defense,Department of the Army,DoD; $100M+,35,2,DESIGN AND CONSTRUCT NC FACILITY AT RADFORD AAP,9/30/2025,1/21/2026,False,,,,STANDARD,,BAE SYSTEMS ORDNANCE SYSTEMS INC,PFGVR4NPLNB2,MEDIUM ($100M-500M),1/23/2012,0,0,0,2,
398656111.2,CONT_AWD_W912ER23C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W912ER23C0002,"CONSTRUCTION OF A WHARF. HARBORMASTER CONTROL TOWER, PIERS, MAINTENANCE/FUELING FACILITIES & INFRASTRUCTURE IN SUPPORT OF ROYAL SAUDI NAVAL FORCE MULTI-MISSION SURFACE COMBATANT SHIPS PROGRAM AT KING ABDULAZIZ NAVAL BASE, KINGDOM OF SAUDI ARABIA.",3/8/2027,1/21/2026,False,,,,STANDARD,,AICI-ARCHIRODON JV LLC,L97CE2NYYTG9,MEDIUM ($100M-500M),5/8/2023,0,0,0,1,
398377466.6,CONT_AWD_HQ003419F0278_9700_HQ003419D0006_9700,Department of Defense,Washington Headquarters Services,DoD; $100M+,35,HQ003419F0278,"POWER PROJECTION 2: PROVIDE ASSESSMENTS AND ALTERNATIVES OF OFFENSIVE CAPABILITIES WITHIN ABOVE DOMAINS, MISSIONS AND WARFARE AREAS",5/30/2024,1/21/2026,False,,,,STANDARD,,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,MEDIUM ($100M-500M),6/3/2019,0,0,0,1,
397980226.9,CONT_AWD_N0003024C1005_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0003024C1005,CONSOLIDATION AND FOLLOW-ON TO 22C1003 AND 22C1005. FY24 FIRE CONTROL OMNIBUS. GFE TRANSPORTATION (SCN).,12/31/2024,1/21/2026,False,,,,STANDARD,,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",LKMMNBMPUNH7,MEDIUM ($100M-500M),10/1/2023,0,0,0,2,
397716480.0,CONT_AWD_SPE60325C5002_9700_-NONE-_-NONE-,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,SPE60325C5002,8511123276!COCO STORAGE SERVICES,6/29/2030,1/21/2026,False,,,,STANDARD,,DGCI CORPORATION,KYUDF7WJKQB8,MEDIUM ($100M-500M),2/13/2025,0,0,0,1,
396707346.4,CONT_AWD_F3365703C4318_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,F3365703C4318,,3/31/2012,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.,K6WMBGM4RMN7,MEDIUM ($100M-500M),4/10/2003,0,0,0,1,
395672386.8,CONT_AWD_DAAB0703CA006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,DAAB0703CA006,,8/12/2012,1/21/2026,False,,,,STANDARD,,"L3 TECHNOLOGIES, INC.",FRJQGQHDX4J3,MEDIUM ($100M-500M),4/14/2003,0,0,0,2,
395454357.8,CONT_AWD_B001_9700_SP060011D0452_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"TURBINE FUEL, AVIATION, GRADE JP-8",10/30/2011,1/21/2026,False,,,,STANDARD,,CHEVRON USA INC.,ETM1CJGUA6H8,MEDIUM ($100M-500M),12/17/2010,0,0,0,2,
395197071.0,CONT_AWD_W912HN09C0045_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W912HN09C0045,FORT BENNING HOSPITAL,1/8/2016,1/21/2026,False,,,,STANDARD,,TURNER CONSTRUCTION COMPANY,XNP2ZJ9TV594,MEDIUM ($100M-500M),9/28/2009,0,0,0,2,
394113437.5,CONT_AWD_W56KGZ15C4005_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W56KGZ15C4005,IGF::OT::IGF BLS SERVICES (TAJI),1/19/2019,1/21/2026,False,,,,STANDARD,,SOS INTERNATIONAL LLC,L3VCKMD7J585,MEDIUM ($100M-500M),7/1/2015,0,0,0,1,
393748003.2,CONT_AWD_W58RGZ24C0028_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W58RGZ24C0028,APACHE PERFORMANCE BASED LOGISTICS (PBL) V SERVICES OF AIRFRAME COMPONENTS FOR THE UNITED STATES GOVERNMENT'S AH-64 APACHE FLEET.,6/30/2026,1/21/2026,False,,,,STANDARD,,THE BOEING COMPANY,NJVNVWQJMPA4,MEDIUM ($100M-500M),4/1/2024,0,0,0,2,
393262389.7,CONT_AWD_W56HZV16C0028_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W56HZV16C0028,LOW RATE INITIAL PRODUCTION/FULL RATE PRODUCTION FOR THE JOINT ASSAULT BRIDGE.,1/31/2028,1/21/2026,False,,,,STANDARD,,DRS SUSTAINMENT SYSTEMS INC,FG7HKV9NTDK5,MEDIUM ($100M-500M),5/11/2016,0,0,0,2,
392165360.0,CONT_AWD_W9128F23C0023_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W9128F23C0023,"DESIGN/BUILD NKO AND DCS FACILITIES - OFFUTT AFB,NE",1/2/2028,1/21/2026,False,,,,STANDARD,,TURNER CONSTRUCTION COMPANY,XNP2ZJ9TV594,MEDIUM ($100M-500M),6/27/2023,0,0,0,2,
391707195.4,CONT_AWD_FA445201C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA445201C0001,200104!000073!5700!QA27  !AMC/CONF/LGC                    !FA445201C0001  !A!Y!*!N!                   !20010125!20010930!003242013!003242013!003242013!N!DYNCORP                       !11710 PLAZA AMERICA DRIVE !RESTON              !VA!20190!27000!439!48!FORT WORTH          !TARRANT               !TE,9/23/2016,1/21/2026,False,,,,STANDARD,,DYNCORP,J6LXU7Y18WJ4,MEDIUM ($100M-500M),1/25/2001,0,0,0,1,
391342645.5,CONT_AWD_B001_9700_SP060007D1007_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"RUSSIAN GRADE JET FUEL (TS1), TURKMENISTAN(TKM)",8/31/2009,1/21/2026,False,,,,STANDARD,,MINA CORP LIMITED,JJVFLTJ5M4Y1,MEDIUM ($100M-500M),7/1/2007,0,0,0,2,
391326653.9,CONT_AWD_0002_9700_W52P1J12G0048_9700,Department of Defense,Department of the Army,DoD; $100M+,35,2,"IGF::CL,CT::IGF ENHANCED ARMY GLOBAL LOGISTICS ENTERPRISE (EAGLE)- AFGHANISTAN, LOGISTICS SUPPORT SERVICES, INCLUDING MAINTENANCE, SUPPLY AND TRANSPORTATION SUPPORT",7/6/2022,1/21/2026,False,,,,STANDARD,,"AC FIRST, LLC",G1KXKJGWQCG1,MEDIUM ($100M-500M),8/4/2016,0,0,0,2,
391197224.8,CONT_AWD_EH02_9700_N0017804D4030_9700,Department of Defense,Department of the Navy,DoD; $100M+,35,EH02,SHIP DESIGN SERVICES,9/1/2018,1/21/2026,False,,,,STANDARD,,"CACI, INC. - FEDERAL",N3PBJAVNKF61,MEDIUM ($100M-500M),12/19/2008,0,0,0,3,
390377122.2,CONT_AWD_H9400203C0020_9700_-NONE-_-NONE-,Department of Defense,Tricare Management Activity,DoD; $100M+,35,H9400203C0020,200512!508601!9700!H94002!TRICARE SUPPORT OFFICE          !H9400203C0020  !A!N! !N!             !P00007!20050907!20080531!053629069!071367887!071367887!N!CHRISTUS HEALTH               !2600 NORTH LOOP WEST      !HOUSTON             !TX!77092!35000!201!48!HOUSTON             !HARRIS                !T,9/30/2008,1/21/2026,False,,,,STANDARD,,CHRISTUS HEALTH,C4A1GH8YACH4,MEDIUM ($100M-500M),5/30/2003,0,0,0,3,
388643719.0,CONT_AWD_FA880806C0003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA880806C0003,"200608!000051!5700!FA8808!SMC/MLK                         !FA880806C0003  !A!N! !N!             !      !20060127!20150930!147328210!147328210!834951691!N!LOCKHEED MARTIN CORPORATION   !3130 ZANKER ROAD, LOCATION!SAN JOSE            !CA!95134!68000!085!06!SAN JOSE            !SANTA CLARA           !C",9/30/2015,1/21/2026,False,,,,STANDARD,,LOCKHEED MARTIN CORPORATION,EVXAUMSM7XK3,MEDIUM ($100M-500M),1/27/2006,0,0,0,1,
388440000.0,CONT_AWD_SPE2DS22F0023_9700_SPE2DE21D0049_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,SPE2DS22F0023,8508632127!INTELISWAB COVID-19 ST OTC U,10/6/2022,1/21/2026,False,,,,STANDARD,,ORASURE TECHNOLOGIES INC,Y79RWFLHWDM6,MEDIUM ($100M-500M),10/20/2021,0,0,0,1,
387605644.0,CONT_AWD_DG01_9700_W911SE07D0011_9700,Department of Defense,Department of the Army,DoD; $100M+,35,DG01,FOX/BIO REQUIREMENT,9/22/2020,1/21/2026,False,,,,STANDARD,,BATTELLE MEMORIAL INSTITUTE,F125YU6SWK59,MEDIUM ($100M-500M),12/3/2007,0,0,0,1,
386556612.0,CONT_AWD_HR001120C0074_9700_-NONE-_-NONE-,Department of Defense,Defense Advanced Research Projects Agency,DoD; $100M+,35,HR001120C0074,DARPA RESEARCH PROJECT,12/31/2025,1/21/2026,False,,,,STANDARD,,LOCKHEED MARTIN CORPORATION,LXKGXB75YKY6,MEDIUM ($100M-500M),9/25/2020,0,0,0,3,
385224950.6,CONT_AWD_B001_9700_SP060012D0488_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,THIS CONTRACT IS FOR THE DELIVERY OF JA1 TO VARIOUS LOCATIONS IN FRANCE.,7/31/2013,1/21/2026,False,,,,STANDARD,,TOTAL MARKETING SERVICES,REGRCMMVJVM3,MEDIUM ($100M-500M),6/7/2012,0,0,0,2,
384567780.4,CONT_AWD_HC102818F0168_9700_HC102812D0021_9700,Department of Defense,Defense Information Systems Agency,DoD; $100M+,35,HC102818F0168,IGF::CT::IGF  OPERATIONS AND SUSTAINMENT OF THE DISN INFRASTRUCTURE,11/18/2020,1/21/2026,False,,,,STANDARD,,"LEIDOS, INC.",MYKLJHTX3MM7,MEDIUM ($100M-500M),1/19/2018,0,0,0,2,
384458875.9,CONT_AWD_HQ072719F1403_9700_HQ072716D0004_9700,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,HQ072719F1403,ENGINEERING SERVICES,12/17/2023,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,GUVUU89P78Q3,MEDIUM ($100M-500M),12/18/2018,0,0,0,1,
384182822.0,CONT_AWD_B001_9700_SP060012D0480_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"AWARD F76: 119,040,000 USG FOB ORIGIN PASADENA, TX BY PIPELINE 56,024,000 USG FOB ORIGIN KINDER MORGAN TERMINAL-GALENA PARK, TX BY TANKER",9/30/2013,1/21/2026,False,,,,STANDARD,,BP PRODUCTS NORTH AMERICA INC.,RDHYLFA8JAB4,MEDIUM ($100M-500M),9/20/2012,0,0,0,1,
384073173.2,CONT_AWD_KZ02_9700_W15P7T10DD420_9700,Department of Defense,Department of the Army,DoD; $100M+,35,KZ02,IGF::OT::IGF  AWARD OF TASK ORDER FOR OPERATION AND SUSTAINMENT AND CONTRACTOR LOGISTICS SUPPORT SERVICES,6/30/2021,1/21/2026,False,,,,STANDARD,,"ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY, INC.",ZKLQH4M1NU77,MEDIUM ($100M-500M),2/23/2017,0,0,0,1,
383600000.0,CONT_AWD_HT940223C0008_9700_-NONE-_-NONE-,Department of Defense,Defense Health Agency,DoD; $100M+,35,HT940223C0008,MANAGED HEALTH CARE PLAN SERVICES FROM A DESIGNATED PROVIDER,9/30/2026,1/21/2026,False,,,,STANDARD,,PACMED CLINICS,NB7GJWCMRQY3,MEDIUM ($100M-500M),10/1/2023,0,0,0,3,
383499742.6,CONT_AWD_SPRRA225F0197_9700_SPRRA225D0009_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,SPRRA225F0197,PROCUREMENT OF ACTIVE PROTECTION SYSTEMS AND CLS SUPPORT FOR THE BRADLEY FIGHTING VEHICLE,2/28/2029,1/21/2026,False,,,,STANDARD,,"GENERAL DYNAMICS-OTS, INC.",Q9SBTF8ELUP4,MEDIUM ($100M-500M),9/30/2025,0,0,0,3,
383458678.1,CONT_AWD_FA850408C0007_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,FA850408C0007,ACQUISITION OF 18 REFURBISHED G222 (USAF C-27A) AIRCRAFT; SPARE PARTS; GROUND SUPPORT EQUIPMENT; MAUNALS; ENGINEERING STUDIES; AND ONE YEAR OF CONTRACTOR LOGISTICS SUPPORT (CLS) SERVICES.,12/31/2014,1/21/2026,False,,,,STANDARD,,"LEONARDO US AIRCRAFT, LLC",H4AEHXNM7E78,MEDIUM ($100M-500M),9/29/2008,0,0,0,1,
380279157.0,CONT_AWD_B001_9700_SP060007D0461_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"TURBINE FUEL, AVIATION (JA1)",1/30/2008,1/21/2026,False,,,,STANDARD,,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),RYA5PMDT74T5,MEDIUM ($100M-500M),12/20/2006,0,0,0,3,
380128003.3,CONT_AWD_N0002416C6423_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0002416C6423,MK54 LWT COMMON PARTS KITS,9/30/2026,1/21/2026,False,,,,STANDARD,,RAYTHEON COMPANY,M1BVCGDKJ1L7,MEDIUM ($100M-500M),8/25/2016,0,0,0,2,
379950537.0,CONT_AWD_F0470189C0073_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,F0470189C0073,,9/30/2017,1/21/2026,False,,,,STANDARD,,LOCKHEED MARTIN CORPORATION,X7HPSNDV9L46,MEDIUM ($100M-500M),11/2/1999,0,0,0,1,
379896941.6,CONT_AWD_N0002413C5212_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,N0002413C5212,COOPERATIVE ENGAGEMENT CAPABILITY (CEC),10/31/2019,1/21/2026,False,,,,STANDARD,,RAYTHEON COMPANY,GMBYU6KAN9J3,MEDIUM ($100M-500M),9/27/2013,0,0,0,2,
379643050.7,CONT_AWD_N0001919C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0001919C0001,ALE-70 PRODUCTION,3/31/2026,1/21/2026,False,,,,STANDARD,,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,F9AVUZ8YBGQ6,MEDIUM ($100M-500M),8/20/2019,0,0,0,3,
379533473.0,CONT_AWD_W15P7T04CJ202_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $100M+,35,W15P7T04CJ202,,4/30/2010,1/21/2026,False,,,,STANDARD,,DRS NETWORK & IMAGING SYSTEMS LLC,MC27B7LGBL34,MEDIUM ($100M-500M),4/28/2004,0,0,0,1,
379434792.0,CONT_AWD_0002_9700_DACA7803D0006_9700,Department of Defense,Department of the Army,DoD; $100M+,35,2,200312!001242!2100!CA78  !TRANSATLANTIC PROGRAM CENTER    !DACA7803D0006  !A!N! !N!0002               !20030919!20040331!006954432!006954432!006954432!N!PERINI CORPORATION            !73 MT  WAYTE AVENUE       !FRAMINGHAM          !MA!01701!*    !*  !IZ!*                   !*                     !IR,3/1/2013,1/21/2026,False,,,,STANDARD,,TUTOR PERINI CORPORATION,MT9AATHS7ZB5,MEDIUM ($100M-500M),9/19/2003,0,0,0,1,
378778847.8,CONT_AWD_F0863597C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,F0863597C0002,,3/31/2006,1/21/2026,False,,,,STANDARD,,BAE SYSTEMS TECHNICAL SERVICES,LY46BLBGC3C9,MEDIUM ($100M-500M),11/5/1999,0,0,0,2,
378701918.0,CONT_AWD_N6247821F4079_9700_N6247820D4003_9700,Department of Defense,Department of the Navy,DoD; $100M+,35,N6247821F4079,"AWARD CONSTRUCTION CONTRACT FOR REPAIR OF ADMINISTRATIVE SPACES, VARIOUS LOCATIONS, OAHU, HAWAII",2/27/2026,1/21/2026,False,,,,STANDARD,,HENSEL PHELPS CONSTRUCTION CO,LA5LXK1PHJB5,MEDIUM ($100M-500M),3/4/2021,0,0,0,1,
377728772.4,CONT_AWD_W52P1J22C0024_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W52P1J22C0024,120MM TANK TRAINING AMMUNITION AND M1002 AMMUNITION CAN REFURBISHMENT M1002 NEW PRODUCTION M865A1 NEW PRODUCTION,12/6/2028,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,ULU9F3WMEH66,MEDIUM ($100M-500M),5/26/2022,0,0,0,2,
377663446.1,CONT_AWD_N0003382C1023_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0003382C1023,,10/16/2009,1/21/2026,False,,,,STANDARD,,WATERMAN STEAMSHIP CORPORATION,QFQKLYL1LNQ5,MEDIUM ($100M-500M),7/3/2000,0,0,0,2,
377309598.5,CONT_AWD_W911KB22C0012_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W911KB22C0012,"JBE054 RUNWAY EXTENSION, JBER, ALASKA",9/21/2026,1/21/2026,False,,,,STANDARD,,KIEWIT INFRASTRUCTURE WEST CO.,YSNNL4FGAQ53,MEDIUM ($100M-500M),7/22/2022,0,0,0,2,
377034205.5,CONT_AWD_F4060095C0016_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,F4060095C0016,200004!5700!000001!GY04  !AEDC/PKO OPER CONTRACT DIVISION !F4060095C0016  !A!*!P00201             !19991001!20000930!122430226!009581091!009581091!N!5N967!COMPUTER SCIENCES CORPORATION !6565 ARLINGTON BLVD       !FALLS CHURCH        !VA!22042!01880!031!47!ARNOLD AFB          !COFFEE                !,9/30/2003,1/21/2026,False,,,,STANDARD,,COMPUTER SCIENCES CORPORATION,QX7UMWRG52K1,MEDIUM ($100M-500M),10/1/1999,0,0,0,1,
376309619.4,CONT_AWD_B001_9700_SP060010D0451_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"FUEL, NAVAL DISTILLATE F76, TURBINE FUEL, AVIATION JP5 & JP8",12/31/2010,1/21/2026,False,,,,STANDARD,,"SK ENERGY CO., LTD.",JWA6CPKCJSF6,MEDIUM ($100M-500M),11/6/2009,0,0,0,2,
376182230.0,CONT_AWD_0009_9700_DAMT0103D0184_9700,Department of Defense,USTRANSCOM,DoD; $100M+,35,9,SHIPPING AND STORAGE OF MILITARY SERVICE MEMBERS' PRIVATELY OWNED VEHICLES (POVS).,7/29/2014,1/21/2026,False,,,,STANDARD,,"AMERICAN AUTO LOGISTICS, LP",UELHLMMGQYE8,MEDIUM ($100M-500M),11/1/2012,0,0,0,1,
376116308.6,CONT_AWD_N0003399C5302_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0003399C5302,,9/30/2005,1/21/2026,False,,,,STANDARD,,"PATRIOT CONTRACT SERVICES, LLC",S9L9DZ8RBNL6,MEDIUM ($100M-500M),5/25/2000,0,0,0,3,
375780601.3,CONT_AWD_0017_9700_W912ER04D0004_9700,Department of Defense,Department of the Army,DoD; $100M+,35,17,200607!601203!2100!W912ER!TRANSATLANTIC PROGRAM CENTER !W912ER04D0004 !A!N! !Y!0017 ! !20060410!20070514!140243291!140243291!006907190!N!FLUOR INTERCONTINENTAL INC !100 FLUOR DANIEL DRIVE !GREENVILLE !SC!29607!00000! !IZ! ! !IRAQ !+000059103585!N!N!000000000000!Z299!MAINT/ALL OTHER NON-BUILDING FACI,6/1/2020,1/21/2026,False,,,,STANDARD,,"FLUOR INTERCONTINENTAL, INC.",WVL6MGVMS1A7,MEDIUM ($100M-500M),4/10/2006,0,0,0,1,
375173002.6,CONT_AWD_FA854019C0001_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $100M+,35,FA854019C0001,"ENGINEERING, MANUFACTURING AND DEVELOPMENT (EMD) FOR EMBEDDED GLOBAL POSITIONING SYSTEM/INERTIAL NAVIGATION SYSTEMS",12/31/2028,1/21/2026,False,,,,STANDARD,,NORTHROP GRUMMAN SYSTEMS CORPORATION,GWFBQY413N79,MEDIUM ($100M-500M),11/28/2018,0,0,0,1,
374967410.6,CONT_AWD_0001_9700_FA861707D6151_9700,Department of Defense,Department of the Air Force,DoD; $100M+,35,1,T6A UCA FOR LOT 14 LONG-LEAD,2/28/2017,1/21/2026,False,,,,STANDARD,,TEXTRON AVIATION DEFENSE LLC,RSCJXUGJNGE3,MEDIUM ($100M-500M),10/4/2006,0,0,0,4,
373700471.6,CONT_AWD_N0002410C4406_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $100M+,35,N0002410C4406,CG/DDG MAYPORT MSMO,3/18/2011,1/21/2026,False,,,,STANDARD,,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,U23DM4ULNLS3,MEDIUM ($100M-500M),9/9/2010,0,0,0,1,
373314199.4,CONT_AWD_W9128A24F0011_9700_W912EK22D0004_9700,Department of Defense,Department of the Army,DoD; $100M+,35,W9128A24F0011,"DEBRIS REMOVAL & DISPOSAL OPERATIONS FOR 268 PROPERTIES IN LAHAINA, HI DUE TO THE HAWAII WILDFIRE IN AUGUST 2023.",11/30/2025,1/21/2026,False,,,,STANDARD,,ECC CONSTRUCTORS LLC,LJPLMV3GCYE7,MEDIUM ($100M-500M),1/5/2024,0,0,0,3,
373261827.0,CONT_AWD_B001_9700_SP060013D9510_9700,Department of Defense,Defense Logistics Agency,DoD; $100M+,35,B001,"DELIVER TS-1 JET FUEL TO THE TRANSIT CENTER MANAS, KYRGYZSTAN",8/25/2014,1/21/2026,False,,,,STANDARD,,GAZPROMNEFT-AERO KYRGYZSTAN LLC,LNUDRM24H815,MEDIUM ($100M-500M),3/15/2013,0,0,0,2,
372404395.4,CONT_AWD_W91GY007C0053_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $100M+,35,W91GY007C0053,{PIIN: W91GY007C0053} RULE OF LAW,4/26/2008,1/21/2026,False,,,,STANDARD,,MISCELLANEOUS FOREIGN AWARDEES,LN9PU5M2YZN5,MEDIUM ($100M-500M),7/1/2007,0,0,0,3,
